type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2023-05-06 18:11:53,6.21573730,-75.58926672,7.03,1524.242,24.041,0.000,,14,24,20230506-131153,GPS Logger: 20230506-131153 - Viaje 4
T,2023-05-06 18:11:54,6.21573638,-75.58926718,5.34,1523.923,24.041,0.000,,14,24,,
T,2023-05-06 18:11:55,6.21573806,-75.58927073,4.48,1523.108,24.041,0.000,,14,24,,
T,2023-05-06 18:11:56,6.21573824,-75.58927071,4.38,1522.796,24.041,0.000,,14,24,,
T,2023-05-06 18:11:57,6.21573769,-75.58927209,4.72,1522.693,24.041,0.000,,14,24,,
T,2023-05-06 18:11:58,6.21573730,-75.58927327,4.67,1522.792,24.041,0.000,,14,24,,
T,2023-05-06 18:11:59,6.21573631,-75.58927179,4.34,1522.464,24.041,0.000,,14,24,,
T,2023-05-06 18:12:00,6.21573641,-75.58927139,4.31,1522.361,24.041,0.000,,14,24,,
T,2023-05-06 18:12:01,6.21573732,-75.58927349,4.28,1522.485,24.041,0.000,,14,24,,
T,2023-05-06 18:12:02,6.21573747,-75.58927364,4.39,1522.604,24.041,0.000,,13,23,,
T,2023-05-06 18:12:03,6.21573761,-75.58927384,4.34,1522.671,24.041,0.000,,10,21,,
T,2023-05-06 18:12:04,6.21573785,-75.58927340,4.33,1522.618,24.041,0.000,,10,21,,
T,2023-05-06 18:12:05,6.21573778,-75.58927354,4.11,1522.674,24.041,0.000,,10,21,,
T,2023-05-06 18:12:06,6.21573805,-75.58927372,4.15,1522.580,24.041,0.000,,10,23,,
T,2023-05-06 18:12:07,6.21573839,-75.58927409,4.04,1522.502,24.041,0.000,,11,23,,
T,2023-05-06 18:12:08,6.21576335,-75.58931477,4.09,1519.860,24.041,3.240,309,13,24,,
T,2023-05-06 18:12:09,6.21578927,-75.58933127,4.43,1518.735,24.041,3.320,330,14,24,,
T,2023-05-06 18:12:10,6.21583048,-75.58934333,5.57,1515.593,24.041,4.020,332,14,24,,
T,2023-05-06 18:12:11,6.21590157,-75.58936363,6.47,1514.492,24.041,5.590,336,14,24,,
T,2023-05-06 18:12:12,6.21598799,-75.58938145,7.05,1513.330,24.041,7.810,340,14,24,,
T,2023-05-06 18:12:13,6.21610886,-75.58936804,8.75,1509.991,24.041,9.120,359,14,24,,
T,2023-05-06 18:12:14,6.21621417,-75.58935796,8.94,1510.024,24.040,9.870,13,14,24,,
T,2023-05-06 18:12:15,6.21632868,-75.58931410,6.88,1509.371,24.040,11.050,16,14,24,,
T,2023-05-06 18:12:16,6.21642286,-75.58927386,6.36,1510.558,24.040,11.530,22,14,24,,
T,2023-05-06 18:12:17,6.21652525,-75.58923230,6.31,1510.551,24.039,11.860,25,14,24,,
T,2023-05-06 18:12:18,6.21661411,-75.58917276,5.76,1510.081,24.039,12.140,32,14,24,,
T,2023-05-06 18:12:19,6.21672117,-75.58911969,5.16,1509.291,24.038,12.830,33,14,24,,
T,2023-05-06 18:12:20,6.21681630,-75.58906554,5.18,1508.541,24.038,13.010,29,14,24,,
T,2023-05-06 18:12:21,6.21692443,-75.58899833,5.06,1509.595,24.037,13.250,28,14,24,,
T,2023-05-06 18:12:22,6.21702226,-75.58894219,4.85,1509.372,24.037,13.320,31,14,24,,
T,2023-05-06 18:12:23,6.21713125,-75.58887425,4.79,1512.355,24.036,13.230,32,13,24,,
T,2023-05-06 18:12:24,6.21723208,-75.58881407,4.79,1511.919,24.036,13.260,35,12,24,,
T,2023-05-06 18:12:25,6.21732288,-75.58874306,5.22,1511.492,24.035,12.780,42,12,24,,
T,2023-05-06 18:12:26,6.21740423,-75.58866918,5.60,1511.725,24.035,12.310,52,12,24,,
T,2023-05-06 18:12:27,6.21746021,-75.58857890,5.60,1511.412,24.034,11.340,63,12,24,,
T,2023-05-06 18:12:28,6.21752137,-75.58850602,6.59,1509.289,24.034,11.090,73,13,24,,
T,2023-05-06 18:12:29,6.21751851,-75.58839317,7.19,1508.699,24.033,11.470,87,13,24,,
T,2023-05-06 18:12:30,6.21753102,-75.58829402,7.38,1508.246,24.032,11.790,95,13,24,,
T,2023-05-06 18:12:31,6.21751308,-75.58813631,7.20,1510.694,24.032,13.660,100,13,24,,
T,2023-05-06 18:12:32,6.21750268,-75.58799511,6.65,1509.633,24.031,14.740,103,13,24,,
T,2023-05-06 18:12:33,6.21747743,-75.58785977,6.65,1508.628,24.030,14.470,105,13,24,,
T,2023-05-06 18:12:34,6.21744644,-75.58773297,6.37,1508.380,24.030,13.370,104,13,24,,
T,2023-05-06 18:12:35,6.21742259,-75.58763497,6.12,1509.120,24.029,11.210,105,13,24,,
T,2023-05-06 18:12:36,6.21740258,-75.58755361,5.86,1510.329,24.029,9.560,104,14,24,,
T,2023-05-06 18:12:37,6.21739857,-75.58748840,6.36,1509.099,24.028,8.190,101,14,24,,
T,2023-05-06 18:12:38,6.21737405,-75.58744766,6.12,1508.483,24.028,5.070,100,14,24,,
T,2023-05-06 18:12:39,6.21737578,-75.58740362,6.14,1508.721,24.028,5.420,100,14,24,,
T,2023-05-06 18:12:40,6.21734976,-75.58734525,6.10,1509.976,24.028,7.820,101,14,24,,
T,2023-05-06 18:12:41,6.21733329,-75.58727827,5.15,1510.048,24.027,8.670,103,13,23,,
T,2023-05-06 18:12:42,6.21731920,-75.58719617,4.52,1510.615,24.027,10.240,103,13,23,,
T,2023-05-06 18:12:43,6.21730548,-75.58708561,4.44,1510.532,24.027,11.520,102,13,23,,
T,2023-05-06 18:12:44,6.21730237,-75.58698643,4.61,1511.764,24.026,11.560,98,13,23,,
T,2023-05-06 18:12:45,6.21730463,-75.58688534,4.68,1511.439,24.025,10.830,94,13,23,,
T,2023-05-06 18:12:46,6.21731873,-75.58681221,4.70,1510.975,24.025,8.130,89,13,23,,
T,2023-05-06 18:12:47,6.21732170,-75.58677891,4.91,1511.163,24.025,4.720,78,13,23,,
T,2023-05-06 18:12:48,6.21732129,-75.58676611,4.90,1510.936,24.025,2.470,88,13,23,,
T,2023-05-06 18:12:49,6.21732152,-75.58674512,5.39,1510.817,24.025,2.280,93,13,23,,
T,2023-05-06 18:12:50,6.21731871,-75.58670977,5.50,1510.577,24.025,3.400,104,13,23,,
T,2023-05-06 18:12:51,6.21730280,-75.58667153,5.58,1510.389,24.024,4.620,116,13,23,,
T,2023-05-06 18:12:52,6.21728462,-75.58663035,10.76,1508.197,24.024,5.980,125,13,23,,
T,2023-05-06 18:12:53,6.21725814,-75.58657082,10.97,1506.793,24.024,6.740,130,13,23,,
T,2023-05-06 18:12:54,6.21721278,-75.58653466,10.53,1507.900,24.024,5.430,132,13,23,,
T,2023-05-06 18:12:55,6.21718897,-75.58650391,10.23,1508.250,24.024,3.920,132,13,23,,
T,2023-05-06 18:12:56,6.21716553,-75.58647125,10.19,1508.507,24.024,4.250,134,13,23,,
T,2023-05-06 18:12:57,6.21713688,-75.58643244,10.23,1507.559,24.023,5.390,146,12,22,,
T,2023-05-06 18:12:58,6.21709598,-75.58639795,10.64,1508.617,24.023,6.570,153,12,22,,
T,2023-05-06 18:12:59,6.21705934,-75.58635552,11.52,1507.496,24.023,6.430,155,12,22,,
T,2023-05-06 18:13:00,6.21701850,-75.58631758,12.76,1506.445,24.023,6.370,156,12,22,,
