type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2023-03-20 23:10:39,6.27709233,-75.55954620,3.79,1513.138,23.758,1.950,190,22,31,20230320-181039,GPS Logger: 20230320-181039
T,2023-03-20 23:10:40,6.27707067,-75.55955246,3.79,1513.560,23.758,2.100,191,22,31,,
T,2023-03-20 23:10:41,6.27706740,-75.55954729,3.79,1514.107,23.758,1.160,191,22,31,,
T,2023-03-20 23:10:42,6.27704111,-75.55954184,3.79,1512.861,23.758,2.760,186,22,31,,
T,2023-03-20 23:10:43,6.27702114,-75.55954948,3.79,1512.469,23.758,2.410,187,21,31,,
T,2023-03-20 23:10:44,6.27700140,-75.55955821,3.79,1512.670,23.758,2.310,196,21,31,,
T,2023-03-20 23:10:45,6.27698205,-75.55956336,3.79,1514.319,23.758,2.180,206,21,31,,
T,2023-03-20 23:10:46,6.27695011,-75.55957005,3.79,1512.214,23.758,4.500,192,21,31,,
T,2023-03-20 23:10:47,6.27689038,-75.55957347,3.79,1512.853,23.758,6.930,187,21,31,,
T,2023-03-20 23:10:48,6.27682781,-75.55959009,3.79,1511.761,23.758,7.900,189,20,31,,
T,2023-03-20 23:10:49,6.27676338,-75.55960273,3.79,1510.769,23.759,7.550,192,20,31,,
T,2023-03-20 23:10:50,6.27669998,-75.55961711,3.79,1510.500,23.759,7.450,189,20,31,,
T,2023-03-20 23:10:51,6.27663377,-75.55962850,3.79,1510.063,23.759,7.450,189,20,28,,
T,2023-03-20 23:10:52,6.27659875,-75.55962463,3.79,1509.077,23.759,5.140,191,16,24,,
T,2023-03-20 23:10:53,6.27654647,-75.55963515,3.98,1509.067,23.759,5.780,191,16,24,,
T,2023-03-20 23:10:54,6.27650376,-75.55965091,4.29,1510.123,23.760,4.800,203,16,24,,
T,2023-03-20 23:10:55,6.27648433,-75.55971994,5.42,1508.904,23.760,5.380,242,18,26,,
T,2023-03-20 23:10:56,6.27650843,-75.55980942,4.48,1509.629,23.760,8.770,282,14,23,,
T,2023-03-20 23:10:57,6.27651952,-75.55988639,4.64,1507.835,23.761,9.050,283,17,26,,
T,2023-03-20 23:10:58,6.27652267,-75.55996633,4.89,1506.595,23.761,8.370,276,15,24,,
T,2023-03-20 23:10:59,6.27653053,-75.56004173,6.07,1506.433,23.761,8.400,276,15,24,,
T,2023-03-20 23:11:00,6.27655731,-75.56009990,5.65,1505.728,23.762,7.120,279,15,25,,
T,2023-03-20 23:11:01,6.27658323,-75.56017662,6.77,1503.985,23.762,7.410,285,15,25,,
T,2023-03-20 23:11:02,6.27655087,-75.56018047,5.92,1503.168,23.762,2.890,240,17,27,,
T,2023-03-20 23:11:03,6.27653973,-75.56020861,5.85,1500.255,23.762,3.950,237,15,25,,
T,2023-03-20 23:11:04,6.27652346,-75.56023903,7.13,1500.359,23.763,3.830,242,15,25,,
T,2023-03-20 23:11:05,6.27646846,-75.56025802,6.82,1499.803,23.763,4.860,200,13,23,,
T,2023-03-20 23:11:06,6.27642175,-75.56026979,8.84,1499.930,23.763,5.830,189,13,23,,
T,2023-03-20 23:11:07,6.27633828,-75.56028236,8.01,1499.783,23.763,8.400,188,11,24,,
T,2023-03-20 23:11:08,6.27628182,-75.56029714,10.32,1499.814,23.763,7.020,192,11,24,,
T,2023-03-20 23:11:09,6.27617249,-75.56030803,6.55,1500.550,23.764,8.420,188,16,31,,
T,2023-03-20 23:11:10,6.27608791,-75.56032483,5.98,1503.514,23.764,8.370,190,17,28,,
T,2023-03-20 23:11:11,6.27601994,-75.56033704,6.11,1503.557,23.764,7.790,190,18,28,,
T,2023-03-20 23:11:12,6.27594794,-75.56034954,8.00,1503.575,23.764,8.010,190,18,28,,
T,2023-03-20 23:11:13,6.27590969,-75.56035729,7.27,1503.381,23.765,4.640,195,11,23,,
T,2023-03-20 23:11:14,6.27584384,-75.56037751,6.22,1503.098,23.765,5.510,190,15,26,,
T,2023-03-20 23:11:15,6.27579440,-75.56038623,7.33,1502.948,23.765,5.460,189,15,26,,
T,2023-03-20 23:11:16,6.27575575,-75.56039324,5.42,1503.084,23.765,3.960,195,16,28,,
T,2023-03-20 23:11:17,6.27570268,-75.56037290,5.05,1503.266,23.765,4.450,191,13,25,,
T,2023-03-20 23:11:18,6.27565236,-75.56040521,4.66,1504.214,23.765,4.900,189,13,29,,
T,2023-03-20 23:11:19,6.27561512,-75.56041058,4.69,1504.423,23.765,4.650,187,14,26,,
T,2023-03-20 23:11:20,6.27558433,-75.56041052,4.52,1502.746,23.766,5.160,182,16,28,,
T,2023-03-20 23:11:21,6.27554231,-75.56041858,4.53,1501.153,23.766,4.940,192,13,23,,
T,2023-03-20 23:11:22,6.27549812,-75.56042598,5.60,1500.789,23.766,4.950,190,13,23,,
T,2023-03-20 23:11:23,6.27545603,-75.56043900,5.52,1499.294,23.766,4.760,196,18,29,,
T,2023-03-20 23:11:24,6.27541535,-75.56045211,7.67,1498.886,23.766,4.690,199,18,29,,
T,2023-03-20 23:11:25,6.27536327,-75.56045294,9.04,1497.258,23.766,4.820,192,12,25,,
T,2023-03-20 23:11:26,6.27532829,-75.56044712,7.01,1496.002,23.766,3.960,188,12,25,,
T,2023-03-20 23:11:27,6.27529779,-75.56045245,6.08,1495.293,23.766,4.090,189,15,29,,
T,2023-03-20 23:11:28,6.27526773,-75.56043450,5.33,1494.906,23.766,3.760,203,13,27,,
T,2023-03-20 23:11:29,6.27523799,-75.56041790,5.07,1496.259,23.766,4.230,192,16,28,,
T,2023-03-20 23:11:30,6.27520609,-75.56042958,4.85,1495.681,23.767,4.030,185,10,23,,
T,2023-03-20 23:11:31,6.27516551,-75.56044268,4.61,1492.813,23.767,6.450,190,15,26,,
T,2023-03-20 23:11:32,6.27508032,-75.56046516,5.52,1491.825,23.767,7.110,189,17,27,,
T,2023-03-20 23:11:33,6.27502066,-75.56049504,5.36,1492.765,23.767,6.510,193,15,25,,
T,2023-03-20 23:11:34,6.27497189,-75.56049609,5.98,1493.804,23.767,4.950,203,15,24,,
T,2023-03-20 23:11:35,6.27492956,-75.56050458,5.89,1493.273,23.768,4.860,206,20,28,,
T,2023-03-20 23:11:36,6.27488831,-75.56052313,7.08,1493.234,23.768,4.980,205,20,28,,
T,2023-03-20 23:11:37,6.27487472,-75.56055551,7.48,1492.126,23.768,3.930,241,19,28,,
T,2023-03-20 23:11:38,6.27486222,-75.56058914,10.51,1491.956,23.768,4.090,258,19,28,,
T,2023-03-20 23:11:39,6.27488937,-75.56070459,8.66,1490.788,23.769,8.300,283,14,25,,
T,2023-03-20 23:11:40,6.27490799,-75.56075991,7.72,1490.794,23.769,8.020,279,14,23,,
T,2023-03-20 23:11:41,6.27493914,-75.56082436,6.87,1490.577,23.769,6.800,279,18,26,,
T,2023-03-20 23:11:42,6.27494533,-75.56088905,7.00,1489.893,23.770,6.630,283,20,28,,
T,2023-03-20 23:11:43,6.27495827,-75.56094834,8.52,1489.694,23.770,6.710,283,20,28,,
T,2023-03-20 23:11:44,6.27497479,-75.56099676,8.27,1489.025,23.770,5.960,281,15,27,,
T,2023-03-20 23:11:45,6.27499120,-75.56104395,7.13,1486.873,23.770,4.670,267,15,27,,
T,2023-03-20 23:11:46,6.27495637,-75.56107784,6.28,1487.626,23.770,3.370,241,16,28,,
T,2023-03-20 23:11:47,6.27494415,-75.56110281,5.60,1487.264,23.771,2.120,208,16,26,,
T,2023-03-20 23:11:48,6.27493160,-75.56110905,6.34,1487.224,23.771,2.070,185,16,26,,
T,2023-03-20 23:11:49,6.27489747,-75.56110227,5.88,1487.811,23.771,4.000,180,17,26,,
T,2023-03-20 23:11:50,6.27487233,-75.56110730,6.17,1487.571,23.771,3.100,188,18,27,,
T,2023-03-20 23:11:51,6.27484325,-75.56111383,6.47,1487.642,23.771,3.270,191,18,27,,
T,2023-03-20 23:11:52,6.27481440,-75.56111892,7.84,1487.597,23.771,3.240,190,18,27,,
T,2023-03-20 23:11:53,6.27475081,-75.56111971,6.51,1484.707,23.771,4.700,198,16,27,,
