type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2023-05-03 02:30:04,6.24699167,-75.56516667,8.70,1496.645,23.855,0.000,,6,40,20230502-213004,GPS Logger: 20230502-213004
T,2023-05-03 02:30:05,6.24699833,-75.56516333,8.60,1500.045,23.855,0.000,,4,40,,
T,2023-05-03 02:30:06,6.24699833,-75.56516167,8.60,1496.945,23.855,0.000,,8,40,,
T,2023-05-03 02:30:07,6.24700000,-75.56513000,8.50,1499.646,23.854,0.000,,6,40,,
T,2023-05-03 02:30:08,6.24699167,-75.56497667,7.30,1540.146,23.854,0.000,,7,40,,
T,2023-05-03 02:30:09,6.24697833,-75.56493500,6.80,1541.846,23.854,0.000,,11,40,,
T,2023-05-03 02:30:10,6.24697167,-75.56490667,6.60,1541.647,23.853,0.000,,11,40,,
T,2023-05-03 02:30:11,6.24696000,-75.56448833,6.00,1534.949,23.851,0.000,,11,40,,
T,2023-05-03 02:30:12,6.24688500,-75.56445167,4.40,1527.449,23.851,0.000,,11,40,,
T,2023-05-03 02:30:13,6.24684500,-75.56443333,4.30,1525.249,23.851,0.000,,11,40,,
T,2023-05-03 02:30:14,6.24677333,-75.56444833,4.10,1525.049,23.851,5.462,186,12,40,,
T,2023-05-03 02:30:15,6.24667167,-75.56447000,4.00,1522.448,23.852,8.229,192,11,40,,
T,2023-05-03 02:30:16,6.24656167,-75.56450667,3.90,1520.148,23.852,8.793,194,8,40,,
T,2023-05-03 02:30:17,6.24646167,-75.56456167,3.90,1519.847,23.853,8.926,200,7,40,,
T,2023-05-03 02:30:18,6.24638167,-75.56463167,3.80,1517.647,23.853,9.105,209,6,40,,
T,2023-05-03 02:30:19,6.24630167,-75.56468667,3.90,1517.146,23.854,9.478,208,7,40,,
T,2023-05-03 02:30:20,6.24623000,-75.56474500,3.80,1514.446,23.854,8.253,210,7,40,,
T,2023-05-03 02:30:21,6.24617000,-75.56477167,3.90,1511.346,23.854,7.664,211,6,40,,
T,2023-05-03 02:30:22,6.24611333,-75.56479000,4.00,1509.446,23.854,7.124,209,6,40,,
T,2023-05-03 02:30:23,6.24606833,-75.56481833,4.10,1508.245,23.855,6.854,210,6,40,,
T,2023-05-03 02:30:24,6.24602000,-75.56487500,4.20,1507.445,23.855,7.320,217,6,40,,
T,2023-05-03 02:30:25,6.24596833,-75.56493000,4.20,1507.445,23.855,7.942,218,6,40,,
T,2023-05-03 02:30:26,6.24591000,-75.56498333,4.30,1507.044,23.856,8.109,219,6,40,,
T,2023-05-03 02:30:27,6.24585500,-75.56502500,4.50,1507.044,23.856,7.924,221,6,40,,
T,2023-05-03 02:30:28,6.24579500,-75.56506500,4.70,1507.144,23.856,8.078,218,5,40,,
T,2023-05-03 02:30:29,6.24574167,-75.56510833,4.80,1507.443,23.857,7.862,223,3,40,,
T,2023-05-03 02:30:30,6.24564833,-75.56516500,4.80,1507.243,23.857,9.021,221,5,40,,
T,2023-05-03 02:30:31,6.24556667,-75.56522667,4.80,1506.742,23.858,9.676,221,5,40,,
T,2023-05-03 02:30:32,6.24549667,-75.56529333,5.00,1506.642,23.858,9.939,222,4,40,,
T,2023-05-03 02:30:33,6.24545000,-75.56537667,5.00,1506.141,23.859,9.388,224,4,40,,
T,2023-05-03 02:30:34,6.24539500,-75.56547000,5.00,1506.441,23.859,9.283,225,7,40,,
T,2023-05-03 02:30:35,6.24533833,-75.56553167,5.30,1506.540,23.860,9.250,225,6,40,,
T,2023-05-03 02:30:36,6.24529167,-75.56558333,5.60,1506.540,23.860,8.463,224,5,40,,
T,2023-05-03 02:30:37,6.24523000,-75.56562667,5.90,1506.439,23.861,8.169,221,5,40,,
T,2023-05-03 02:30:38,6.24517000,-75.56567833,6.20,1506.539,23.861,8.509,221,4,40,,
T,2023-05-03 02:30:39,6.24511167,-75.56573000,6.60,1506.539,23.861,8.521,221,3,40,,
T,2023-05-03 02:30:40,6.24504167,-75.56577667,6.50,1506.438,23.862,9.120,221,3,40,,
T,2023-05-03 02:30:41,6.24497833,-75.56584000,6.10,1506.538,23.862,9.567,222,4,40,,
T,2023-05-03 02:30:42,6.24492333,-75.56591167,6.10,1506.437,23.863,9.381,223,4,40,,
T,2023-05-03 02:30:43,6.24487167,-75.56595333,6.10,1506.437,23.863,8.353,223,4,40,,
T,2023-05-03 02:30:44,6.24482833,-75.56601333,6.00,1506.737,23.863,7.939,227,4,40,,
T,2023-05-03 02:30:45,6.24479500,-75.56606167,5.80,1506.836,23.864,6.779,230,4,40,,
T,2023-05-03 02:30:46,6.24475167,-75.56608167,5.70,1507.036,23.864,5.783,228,4,40,,
T,2023-05-03 02:30:47,6.24471833,-75.56617167,4.60,1507.036,23.864,5.752,238,4,40,,
T,2023-05-03 02:30:48,6.24468667,-75.56624667,4.30,1507.035,23.865,6.233,242,6,40,,
T,2023-05-03 02:30:49,6.24466167,-75.56632000,4.10,1509.135,23.865,5.976,246,5,40,,
T,2023-05-03 02:30:50,6.24465667,-75.56637667,4.10,1507.734,23.866,5.757,252,7,40,,
T,2023-05-03 02:30:51,6.24464667,-75.56643000,4.20,1507.434,23.866,5.940,255,7,40,,
T,2023-05-03 02:30:52,6.24464000,-75.56649833,4.30,1507.434,23.866,6.416,259,6,40,,
T,2023-05-03 02:30:53,6.24463333,-75.56659500,4.30,1507.333,23.867,7.664,262,6,40,,
T,2023-05-03 02:30:54,6.24464333,-75.56677167,3.90,1506.832,23.868,9.858,263,8,40,,
T,2023-05-03 02:30:55,6.24463000,-75.56692167,3.50,1509.132,23.868,11.292,258,10,40,,
T,2023-05-03 02:30:57,6.24458500,-75.56709000,3.50,1508.431,23.869,11.570,255,8,40,,
T,2023-05-03 02:30:58,6.24454167,-75.56719500,3.60,1508.130,23.870,11.591,251,7,40,,
T,2023-05-03 02:30:59,6.24449833,-75.56729667,3.60,1507.729,23.871,11.687,250,6,40,,
T,2023-05-03 02:31:00,6.24445667,-75.56739667,3.60,1508.029,23.871,11.448,248,7,40,,
T,2023-05-03 02:31:01,6.24441167,-75.56748667,3.50,1508.028,23.872,11.075,246,10,40,,
T,2023-05-03 02:31:02,6.24435167,-75.56759167,3.40,1506.428,23.872,10.759,246,12,40,,
T,2023-05-03 02:31:04,6.24422833,-75.56777333,3.30,1504.626,23.874,10.854,240,12,40,,
T,2023-05-03 02:31:05,6.24415500,-75.56782667,3.30,1505.726,23.874,10.187,235,13,40,,
T,2023-05-03 02:31:06,6.24408167,-75.56784500,3.20,1505.026,23.874,7.916,224,14,40,,
