type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2023-03-21 22:52:09,6.23514500,-75.54335667,2.50,1621.736,23.764,0.167,305,23,34,20230321-175209,GPS Logger: 20230321-175209 - Bajaj_ns200_viaje 2
T,2023-03-21 22:52:10,6.23515500,-75.54335333,2.40,1626.136,23.764,0.222,305,25,34,,
T,2023-03-21 22:52:11,6.23515167,-75.54335167,2.30,1626.536,23.764,0.159,305,25,34,,
T,2023-03-21 22:52:12,6.23514833,-75.54334833,2.30,1627.336,23.764,0.239,305,25,34,,
T,2023-03-21 22:52:13,6.23514333,-75.54334500,2.20,1627.836,23.764,0.176,305,25,34,,
T,2023-03-21 22:52:14,6.23513667,-75.54335000,2.20,1626.336,23.764,0.115,305,25,34,,
T,2023-03-21 22:52:15,6.23513333,-75.54334833,2.20,1626.336,23.764,0.085,305,25,34,,
T,2023-03-21 22:52:16,6.23512667,-75.54335000,2.00,1626.736,23.764,0.171,262,25,34,,
T,2023-03-21 22:52:18,6.23512333,-75.54334333,2.10,1627.336,23.764,0.906,115,23,34,,
T,2023-03-21 22:52:19,6.23510833,-75.54333000,2.00,1627.236,23.764,1.447,125,25,34,,
T,2023-03-21 22:52:20,6.23508667,-75.54331833,2.10,1627.336,23.764,1.312,141,25,34,,
T,2023-03-21 22:52:21,6.23505833,-75.54331000,2.00,1627.136,23.764,1.549,155,24,34,,
T,2023-03-21 22:52:22,6.23502833,-75.54330000,2.00,1626.836,23.764,2.313,149,21,34,,
T,2023-03-21 22:52:23,6.23499667,-75.54328500,2.00,1626.736,23.764,3.177,142,18,34,,
T,2023-03-21 22:52:24,6.23496167,-75.54325833,1.90,1626.136,23.764,1.493,147,19,34,,
T,2023-03-21 22:52:25,6.23493667,-75.54324000,2.00,1626.236,23.764,1.777,146,22,34,,
T,2023-03-21 22:52:26,6.23491000,-75.54322333,2.00,1626.336,23.764,2.091,147,22,34,,
T,2023-03-21 22:52:27,6.23488000,-75.54320000,2.00,1626.136,23.764,2.397,146,22,34,,
T,2023-03-21 22:52:28,6.23485500,-75.54318167,2.00,1626.136,23.764,2.637,145,23,34,,
T,2023-03-21 22:52:29,6.23483000,-75.54316333,2.10,1626.236,23.764,2.788,143,23,34,,
T,2023-03-21 22:52:30,6.23480833,-75.54314667,2.10,1626.236,23.764,2.987,144,23,34,,
T,2023-03-21 22:52:31,6.23478667,-75.54312500,2.00,1625.336,23.764,3.118,136,23,34,,
T,2023-03-21 22:52:32,6.23476500,-75.54310833,2.00,1625.436,23.764,3.192,141,22,34,,
T,2023-03-21 22:52:33,6.23473667,-75.54309167,2.00,1624.936,23.764,3.212,144,23,34,,
T,2023-03-21 22:52:34,6.23470667,-75.54307333,2.00,1625.036,23.764,3.237,145,24,34,,
T,2023-03-21 22:52:35,6.23468000,-75.54305667,2.10,1625.036,23.764,3.248,151,23,34,,
T,2023-03-21 22:52:36,6.23465500,-75.54304667,2.10,1625.136,23.764,3.204,157,25,34,,
T,2023-03-21 22:52:37,6.23463167,-75.54303500,2.10,1625.136,23.764,3.151,150,24,34,,
T,2023-03-21 22:52:38,6.23461333,-75.54301833,2.10,1625.137,23.763,3.032,150,24,34,,
T,2023-03-21 22:52:39,6.23459500,-75.54300500,2.00,1625.037,23.763,3.037,145,24,34,,
T,2023-03-21 22:52:40,6.23456833,-75.54299167,1.90,1624.937,23.763,2.985,141,24,34,,
T,2023-03-21 22:52:41,6.23455167,-75.54297833,2.00,1625.137,23.763,2.898,143,24,34,,
T,2023-03-21 22:52:42,6.23453500,-75.54297000,1.90,1625.237,23.763,2.740,141,25,34,,
T,2023-03-21 22:52:43,6.23452167,-75.54295667,1.80,1625.237,23.763,2.614,148,25,34,,
T,2023-03-21 22:52:44,6.23450167,-75.54294333,1.80,1625.437,23.763,2.450,149,25,34,,
T,2023-03-21 22:52:45,6.23448167,-75.54293167,1.80,1625.837,23.763,2.372,151,25,34,,
T,2023-03-21 22:52:46,6.23446333,-75.54292333,1.80,1625.837,23.763,2.307,154,25,34,,
T,2023-03-21 22:52:47,6.23443667,-75.54290667,1.80,1625.737,23.763,2.403,136,25,34,,
T,2023-03-21 22:52:48,6.23439833,-75.54287833,1.80,1625.637,23.763,2.770,143,25,34,,
T,2023-03-21 22:52:49,6.23435000,-75.54284500,2.00,1625.837,23.763,6.727,148,25,34,,
T,2023-03-21 22:52:50,6.23425833,-75.54279500,2.00,1625.937,23.763,10.932,153,25,34,,
T,2023-03-21 22:52:51,6.23416500,-75.54274500,2.10,1626.137,23.763,11.691,152,25,34,,
T,2023-03-21 22:52:52,6.23404333,-75.54268167,2.20,1626.337,23.763,14.241,154,24,34,,
T,2023-03-21 22:52:53,6.23391667,-75.54261667,2.00,1626.437,23.763,13.036,154,24,34,,
T,2023-03-21 22:52:54,6.23381167,-75.54256833,2.00,1627.037,23.763,11.355,154,24,34,,
T,2023-03-21 22:52:55,6.23372333,-75.54251833,2.10,1627.637,23.763,10.326,152,24,34,,
