type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2023-04-17 18:46:27,6.27728330,-75.63518369,3.79,1833.123,24.150,5.700,117,28,31,20230417-134627,GPS Logger: 20230417-134627 - Cb_160f_1
T,2023-04-17 18:46:28,6.27728387,-75.63512887,3.79,1833.710,24.150,6.200,89,29,31,,
T,2023-04-17 18:46:29,6.27728695,-75.63507843,3.79,1833.756,24.150,5.600,87,29,31,,
T,2023-04-17 18:46:30,6.27730058,-75.63503905,3.79,1833.371,24.149,4.370,73,29,31,,
T,2023-04-17 18:46:31,6.27731092,-75.63499146,3.79,1833.808,24.149,5.370,79,28,30,,
T,2023-04-17 18:46:32,6.27732876,-75.63495391,3.79,1833.313,24.149,4.490,71,28,30,,
T,2023-04-17 18:46:33,6.27734328,-75.63491789,3.79,1832.434,24.149,4.240,65,28,30,,
T,2023-04-17 18:46:34,6.27736133,-75.63488076,3.79,1833.046,24.148,4.140,65,28,30,,
T,2023-04-17 18:46:35,6.27736959,-75.63485323,3.79,1833.737,24.148,2.450,78,27,31,,
T,2023-04-17 18:46:36,6.27738346,-75.63482819,3.79,1833.659,24.148,2.760,67,26,31,,
T,2023-04-17 18:46:37,6.27739396,-75.63480060,3.79,1833.795,24.148,3.480,73,25,31,,
T,2023-04-17 18:46:38,6.27741747,-75.63476638,3.79,1833.828,24.148,5.020,60,25,31,,
T,2023-04-17 18:46:39,6.27743726,-75.63472277,3.79,1833.092,24.147,5.750,68,27,32,,
T,2023-04-17 18:46:40,6.27746299,-75.63467172,3.79,1832.369,24.147,6.430,59,27,32,,
T,2023-04-17 18:46:41,6.27748614,-75.63461434,3.79,1833.091,24.147,7.330,68,27,32,,
T,2023-04-17 18:46:42,6.27750278,-75.63454376,3.79,1833.697,24.146,8.190,78,26,32,,
T,2023-04-17 18:46:43,6.27751620,-75.63447089,3.79,1833.330,24.146,8.640,79,27,32,,
T,2023-04-17 18:46:44,6.27753151,-75.63439779,3.79,1834.077,24.146,8.430,78,27,32,,
T,2023-04-17 18:46:45,6.27754017,-75.63432862,3.79,1834.904,24.145,7.430,79,27,32,,
T,2023-04-17 18:46:46,6.27754473,-75.63427822,3.79,1834.402,24.145,4.780,84,26,32,,
T,2023-04-17 18:46:47,6.27755703,-75.63423426,3.79,1834.314,24.145,4.610,81,28,32,,
T,2023-04-17 18:46:48,6.27755725,-75.63419922,3.79,1833.327,24.144,3.490,91,28,32,,
T,2023-04-17 18:46:49,6.27757103,-75.63416748,3.79,1833.652,24.144,3.610,60,26,32,,
T,2023-04-17 18:46:50,6.27757680,-75.63413259,3.79,1834.489,24.144,4.060,80,26,32,,
T,2023-04-17 18:46:51,6.27757169,-75.63409055,3.79,1833.908,24.144,4.940,97,28,32,,
T,2023-04-17 18:46:52,6.27756166,-75.63404316,3.79,1833.344,24.144,5.170,96,28,32,,
T,2023-04-17 18:46:53,6.27756170,-75.63399316,3.79,1832.863,24.143,5.680,96,28,32,,
T,2023-04-17 18:46:54,6.27756077,-75.63393623,3.79,1831.790,24.143,6.510,90,26,32,,
T,2023-04-17 18:46:55,6.27755337,-75.63387495,3.79,1831.216,24.143,6.780,90,27,32,,
T,2023-04-17 18:46:56,6.27754145,-75.63381247,3.79,1829.919,24.142,7.160,91,27,32,,
T,2023-04-17 18:46:57,6.27753175,-75.63374628,3.79,1828.619,24.142,7.480,88,27,32,,
T,2023-04-17 18:46:58,6.27752292,-75.63368038,3.79,1828.082,24.142,7.680,88,27,32,,
T,2023-04-17 18:46:59,6.27750647,-75.63360628,3.79,1826.143,24.141,8.010,86,27,32,,
T,2023-04-17 18:47:00,6.27749640,-75.63353077,3.79,1824.574,24.141,7.810,85,29,32,,
T,2023-04-17 18:47:01,6.27748739,-75.63345914,3.79,1823.026,24.141,7.520,84,29,33,,
T,2023-04-17 18:47:02,6.27747669,-75.63339658,3.79,1821.963,24.140,7.340,83,30,33,,
T,2023-04-17 18:47:03,6.27746495,-75.63333571,3.79,1821.271,24.140,7.260,97,30,33,,
T,2023-04-17 18:47:04,6.27746582,-75.63326785,3.79,1820.675,24.140,7.310,89,30,33,,
T,2023-04-17 18:47:05,6.27746141,-75.63320029,3.79,1820.208,24.139,7.370,91,30,33,,
T,2023-04-17 18:47:06,6.27744421,-75.63314004,3.79,1819.662,24.139,7.160,104,29,33,,
T,2023-04-17 18:47:07,6.27742794,-75.63308108,3.79,1819.229,24.139,7.160,107,29,33,,
T,2023-04-17 18:47:08,6.27740866,-75.63301792,3.79,1818.667,24.139,7.250,113,28,33,,
T,2023-04-17 18:47:09,6.27738999,-75.63296479,3.79,1818.143,24.138,6.240,116,28,33,,
T,2023-04-17 18:47:10,6.27738062,-75.63291168,3.79,1817.593,24.138,5.850,100,29,33,,
T,2023-04-17 18:47:11,6.27736133,-75.63288887,3.79,1817.062,24.138,2.710,128,28,33,,
T,2023-04-17 18:47:12,6.27735598,-75.63286929,3.79,1816.964,24.138,1.520,111,26,33,,
T,2023-04-17 18:47:13,6.27735008,-75.63284818,3.79,1816.742,24.138,2.160,112,27,33,,
T,2023-04-17 18:47:14,6.27734573,-75.63282761,3.79,1816.871,24.138,2.760,103,26,33,,
T,2023-04-17 18:47:15,6.27732560,-75.63277354,3.79,1816.227,24.138,5.180,109,27,33,,
T,2023-04-17 18:47:16,6.27730616,-75.63271326,3.79,1815.642,24.137,6.700,107,27,33,,
T,2023-04-17 18:47:17,6.27728586,-75.63265037,3.79,1815.232,24.137,7.130,103,29,33,,
T,2023-04-17 18:47:18,6.27726255,-75.63258892,3.79,1814.927,24.137,7.110,110,30,34,,
T,2023-04-17 18:47:19,6.27722642,-75.63253753,3.79,1814.265,24.137,6.870,120,29,34,,
T,2023-04-17 18:47:20,6.27718522,-75.63248672,3.79,1812.780,24.136,7.130,127,30,34,,
T,2023-04-17 18:47:21,6.27713910,-75.63243744,3.79,1811.733,24.136,7.680,133,29,34,,
T,2023-04-17 18:47:22,6.27708184,-75.63239076,3.79,1811.084,24.136,8.130,144,29,34,,
T,2023-04-17 18:47:23,6.27702098,-75.63235349,3.79,1810.317,24.136,7.870,146,29,34,,
T,2023-04-17 18:47:24,6.27696570,-75.63230652,3.79,1809.942,24.136,7.740,140,28,34,,
T,2023-04-17 18:47:25,6.27692515,-75.63225021,3.79,1809.195,24.136,7.880,128,29,34,,
T,2023-04-17 18:47:26,6.27689852,-75.63218174,3.79,1808.407,24.135,7.890,109,28,34,,
T,2023-04-17 18:47:27,6.27687468,-75.63210732,3.79,1807.362,24.135,8.340,108,27,34,,
T,2023-04-17 18:47:28,6.27685161,-75.63203367,3.79,1806.542,24.135,8.400,104,26,34,,
