type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2023-03-29 12:15:01,6.33968333,-75.56731000,4.30,1484.145,23.655,0.046,310,15,42,20230329-071501,GPS Logger: 20230329-071501 - Apache1604v_ruta6
T,2023-03-29 12:15:02,6.33965833,-75.56729667,3.40,1487.445,23.655,0.059,310,16,42,,
T,2023-03-29 12:15:03,6.33965000,-75.56729167,3.00,1490.645,23.655,0.168,310,16,42,,
T,2023-03-29 12:15:04,6.33964167,-75.56728167,2.80,1490.545,23.655,0.212,310,17,42,,
T,2023-03-29 12:15:05,6.33963833,-75.56727667,2.70,1490.346,23.654,0.337,154,17,42,,
T,2023-03-29 12:15:06,6.33963500,-75.56726833,2.70,1490.846,23.654,0.478,161,17,42,,
T,2023-03-29 12:15:07,6.33963333,-75.56725167,2.60,1491.346,23.654,0.000,,17,42,,
T,2023-03-29 12:15:09,6.33962833,-75.56724167,2.70,1492.046,23.654,0.880,171,14,42,,
T,2023-03-29 12:15:10,6.33963333,-75.56724333,2.60,1492.746,23.654,0.289,167,14,42,,
T,2023-03-29 12:15:11,6.33963333,-75.56724667,2.70,1492.246,23.654,0.497,164,14,42,,
T,2023-03-29 12:15:12,6.33963833,-75.56724667,2.70,1491.246,23.654,0.000,,14,42,,
T,2023-03-29 12:15:13,6.33964833,-75.56724500,2.70,1491.646,23.654,0.000,,14,42,,
T,2023-03-29 12:15:14,6.33965333,-75.56724167,2.80,1491.846,23.654,0.000,,15,42,,
T,2023-03-29 12:15:15,6.33965833,-75.56724000,2.90,1491.946,23.654,0.000,,15,42,,
T,2023-03-29 12:15:16,6.33965500,-75.56723833,2.90,1492.346,23.654,0.510,138,14,42,,
T,2023-03-29 12:15:17,6.33965833,-75.56723500,2.90,1492.546,23.654,0.000,,13,42,,
T,2023-03-29 12:15:18,6.33966667,-75.56723500,2.80,1492.746,23.654,0.000,,13,42,,
T,2023-03-29 12:15:19,6.33967000,-75.56723500,2.80,1492.646,23.654,0.000,,14,42,,
T,2023-03-29 12:15:20,6.33966000,-75.56723000,2.70,1492.246,23.654,0.683,20,15,42,,
T,2023-03-29 12:15:21,6.33966500,-75.56723500,2.70,1492.146,23.654,0.718,15,15,42,,
T,2023-03-29 12:15:22,6.33966833,-75.56723833,2.70,1491.946,23.654,0.702,305,14,42,,
T,2023-03-29 12:15:23,6.33966000,-75.56723667,2.70,1491.446,23.654,0.000,,13,42,,
T,2023-03-29 12:15:24,6.33965333,-75.56724167,2.60,1490.346,23.654,0.000,,14,42,,
T,2023-03-29 12:15:25,6.33965667,-75.56724333,2.60,1489.846,23.654,0.730,37,14,42,,
T,2023-03-29 12:15:26,6.33965833,-75.56724500,2.60,1489.746,23.654,0.727,44,13,42,,
T,2023-03-29 12:15:27,6.33964500,-75.56724000,2.70,1489.246,23.654,0.000,,13,42,,
T,2023-03-29 12:15:28,6.33965500,-75.56723333,2.70,1489.546,23.654,0.000,,13,42,,
T,2023-03-29 12:15:29,6.33966167,-75.56722833,2.80,1489.946,23.654,0.000,,12,42,,
T,2023-03-29 12:15:30,6.33967333,-75.56722333,2.90,1490.446,23.654,0.000,,12,42,,
T,2023-03-29 12:15:31,6.33967167,-75.56722000,2.90,1490.946,23.654,0.000,,13,42,,
T,2023-03-29 12:15:32,6.33966000,-75.56723500,2.90,1490.446,23.654,0.000,,14,42,,
T,2023-03-29 12:15:33,6.33964167,-75.56724167,2.90,1489.546,23.654,0.000,,15,42,,
T,2023-03-29 12:15:34,6.33964333,-75.56724167,3.10,1489.746,23.654,0.000,,16,42,,
T,2023-03-29 12:15:35,6.33964833,-75.56723833,3.20,1490.046,23.654,0.000,,15,42,,
T,2023-03-29 12:15:36,6.33964833,-75.56724000,3.10,1490.446,23.654,0.760,6,15,42,,
T,2023-03-29 12:15:37,6.33963667,-75.56724500,3.10,1490.646,23.654,0.000,,15,42,,
T,2023-03-29 12:15:38,6.33962333,-75.56724833,3.00,1490.446,23.654,0.776,330,16,42,,
T,2023-03-29 12:15:39,6.33961333,-75.56725333,3.00,1490.346,23.654,0.000,,15,42,,
T,2023-03-29 12:15:40,6.33960167,-75.56725667,3.00,1490.046,23.654,0.000,,15,42,,
T,2023-03-29 12:15:41,6.33960000,-75.56725833,3.00,1489.746,23.654,0.668,347,14,42,,
T,2023-03-29 12:15:42,6.33960000,-75.56725833,3.00,1489.846,23.654,0.683,350,14,42,,
T,2023-03-29 12:15:43,6.33959833,-75.56726333,3.00,1489.545,23.655,0.000,,14,42,,
T,2023-03-29 12:15:44,6.33959667,-75.56726667,3.00,1489.445,23.655,0.650,259,14,42,,
T,2023-03-29 12:15:45,6.33958500,-75.56726500,3.00,1488.945,23.655,0.000,,14,42,,
T,2023-03-29 12:15:46,6.33957667,-75.56726167,3.10,1488.945,23.655,0.000,,14,42,,
T,2023-03-29 12:15:47,6.33957167,-75.56726000,3.10,1488.845,23.655,0.000,,13,42,,
T,2023-03-29 12:15:48,6.33957000,-75.56725500,3.10,1488.745,23.655,0.000,,14,42,,
T,2023-03-29 12:15:49,6.33955333,-75.56724833,3.20,1488.845,23.655,0.000,,14,42,,
T,2023-03-29 12:15:50,6.33955167,-75.56724333,3.20,1488.945,23.655,0.000,,14,42,,
T,2023-03-29 12:15:51,6.33954667,-75.56724167,3.20,1488.945,23.655,0.000,,15,42,,
T,2023-03-29 12:15:52,6.33952333,-75.56724667,3.10,1487.945,23.655,0.000,,14,42,,
T,2023-03-29 12:15:53,6.33951333,-75.56724667,3.20,1487.345,23.655,0.000,,14,42,,
T,2023-03-29 12:15:54,6.33952167,-75.56724000,3.20,1486.845,23.655,0.000,,14,42,,
T,2023-03-29 12:15:55,6.33953833,-75.56721833,3.30,1486.646,23.654,0.000,,13,42,,
T,2023-03-29 12:15:56,6.33957167,-75.56721333,3.20,1485.946,23.654,0.000,,13,42,,
T,2023-03-29 12:15:57,6.33960000,-75.56721500,3.20,1485.646,23.654,0.000,,13,42,,
T,2023-03-29 12:15:58,6.33962833,-75.56721167,3.20,1485.646,23.654,0.000,,14,42,,
T,2023-03-29 12:15:59,6.33964000,-75.56722333,3.20,1485.846,23.654,0.000,,16,42,,
T,2023-03-29 12:16:00,6.33965167,-75.56723000,3.10,1486.046,23.654,0.000,,17,42,,
T,2023-03-29 12:16:01,6.33967500,-75.56725333,3.10,1485.046,23.654,0.000,,17,42,,
T,2023-03-29 12:16:02,6.33968333,-75.56725833,3.10,1485.146,23.654,0.000,,16,42,,
T,2023-03-29 12:16:03,6.33967833,-75.56725500,3.20,1485.246,23.654,0.000,,14,42,,
T,2023-03-29 12:16:04,6.33968000,-75.56725500,3.20,1485.546,23.654,0.000,,15,42,,
T,2023-03-29 12:16:05,6.33968167,-75.56725167,3.30,1485.846,23.654,0.841,67,14,42,,
T,2023-03-29 12:16:06,6.33968167,-75.56725000,3.40,1485.946,23.654,0.000,,14,42,,
T,2023-03-29 12:16:07,6.33968167,-75.56724500,3.50,1486.046,23.654,0.588,31,13,42,,
T,2023-03-29 12:16:08,6.33968333,-75.56723833,3.60,1486.046,23.654,0.000,,12,42,,
T,2023-03-29 12:16:09,6.33968167,-75.56723167,3.60,1486.146,23.654,0.000,,12,42,,
T,2023-03-29 12:16:10,6.33967000,-75.56722500,3.70,1486.146,23.654,0.000,,14,42,,
T,2023-03-29 12:16:11,6.33965667,-75.56721833,3.90,1486.546,23.654,0.000,,12,42,,
T,2023-03-29 12:16:12,6.33965000,-75.56721500,4.00,1486.946,23.654,0.000,,12,42,,
T,2023-03-29 12:16:13,6.33965000,-75.56721333,3.80,1487.446,23.654,0.000,,14,41,,
T,2023-03-29 12:16:14,6.33965833,-75.56721333,3.70,1488.246,23.654,0.000,,14,42,,
T,2023-03-29 12:16:15,6.33965833,-75.56721333,3.60,1488.246,23.654,0.000,,15,42,,
T,2023-03-29 12:16:16,6.33965833,-75.56721333,3.50,1488.246,23.654,0.000,,13,42,,
T,2023-03-29 12:16:17,6.33965833,-75.56721333,3.50,1488.246,23.654,0.000,,14,42,,
T,2023-03-29 12:16:18,6.33965833,-75.56721333,3.50,1488.246,23.654,0.000,,14,42,,
T,2023-03-29 12:16:19,6.33965833,-75.56721333,3.50,1488.246,23.654,0.000,,15,42,,
T,2023-03-29 12:16:20,6.33965833,-75.56721333,3.60,1488.246,23.654,0.000,,14,41,,
T,2023-03-29 12:16:21,6.33967167,-75.56718500,3.80,1491.346,23.654,0.000,,12,42,,
T,2023-03-29 12:16:22,6.33968000,-75.56718500,3.90,1491.646,23.654,0.000,,11,42,,
T,2023-03-29 12:16:23,6.33968833,-75.56718333,4.00,1491.746,23.654,0.000,,12,42,,
T,2023-03-29 12:16:24,6.33969000,-75.56718500,4.10,1491.846,23.654,0.000,,12,42,,
T,2023-03-29 12:16:25,6.33968500,-75.56719000,4.10,1491.946,23.654,0.000,,12,42,,
T,2023-03-29 12:16:26,6.33968000,-75.56719667,4.20,1491.846,23.654,0.000,,12,42,,
T,2023-03-29 12:16:27,6.33967833,-75.56720167,3.90,1491.546,23.654,0.000,,13,42,,
T,2023-03-29 12:16:28,6.33968333,-75.56720333,3.80,1491.346,23.654,0.000,,12,42,,
