type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2023-05-11 12:48:34.866,6.21527333,-75.58449833,2.30,1464.083,24.017,0.641,114,16,41,20230511-074834,GPS Logger: 20230511-074834 - Viaje 10
T,2023-05-11 12:48:35.865,6.21527000,-75.58449500,2.20,1463.983,24.017,0.044,12,16,41,,
T,2023-05-11 12:48:36.866,6.21527000,-75.58448833,2.20,1463.883,24.017,0.150,308,17,41,,
T,2023-05-11 12:48:37.865,6.21527167,-75.58448833,2.10,1463.783,24.017,0.511,251,17,41,,
T,2023-05-11 12:48:39,6.21527000,-75.58449167,2.20,1463.783,24.017,0.465,250,18,41,,
T,2023-05-11 12:48:40,6.21526833,-75.58449167,2.30,1463.783,24.017,0.146,39,18,41,,
T,2023-05-11 12:48:41,6.21527000,-75.58448667,2.30,1463.783,24.017,0.260,24,19,41,,
T,2023-05-11 12:48:42,6.21526833,-75.58448000,2.40,1463.583,24.017,0.330,103,19,41,,
T,2023-05-11 12:48:43,6.21527000,-75.58447000,2.50,1463.383,24.017,0.268,140,19,41,,
T,2023-05-11 12:48:44.009,6.21524333,-75.58445000,2.60,1463.683,24.017,0.000,,19,41,,
T,2023-05-11 12:48:45,6.21524167,-75.58445167,2.70,1463.583,24.017,0.000,,17,41,,
T,2023-05-11 12:48:46,6.21524500,-75.58446500,2.70,1463.483,24.017,0.754,272,16,41,,
T,2023-05-11 12:48:47,6.21524333,-75.58447000,2.70,1463.383,24.017,0.000,,16,41,,
T,2023-05-11 12:48:48,6.21524333,-75.58448333,2.70,1463.483,24.017,0.000,,16,41,,
T,2023-05-11 12:48:49,6.21525000,-75.58448667,2.70,1463.483,24.017,0.334,290,15,41,,
T,2023-05-11 12:48:50,6.21525333,-75.58448667,2.80,1463.483,24.017,0.000,,16,41,,
T,2023-05-11 12:48:51,6.21525667,-75.58449167,2.80,1463.483,24.017,0.000,,16,41,,
T,2023-05-11 12:48:52,6.21526167,-75.58450000,2.80,1463.683,24.017,0.000,,15,41,,
T,2023-05-11 12:48:53,6.21526500,-75.58451167,2.80,1463.783,24.017,0.000,,15,41,,
T,2023-05-11 12:48:54,6.21527000,-75.58451500,2.80,1464.083,24.017,0.000,,16,41,,
T,2023-05-11 12:48:55,6.21527167,-75.58451667,2.80,1464.183,24.017,0.598,278,16,41,,
T,2023-05-11 12:48:56,6.21526667,-75.58451167,2.70,1464.183,24.017,0.551,223,16,41,,
T,2023-05-11 12:48:57,6.21526500,-75.58451000,2.70,1464.183,24.017,0.549,247,17,41,,
T,2023-05-11 12:48:58,6.21526500,-75.58450000,2.70,1464.083,24.017,0.503,201,16,41,,
T,2023-05-11 12:48:59,6.21526667,-75.58449833,2.70,1463.983,24.017,0.000,,16,41,,
T,2023-05-11 12:49:00,6.21527167,-75.58449500,2.80,1464.183,24.017,0.482,308,15,41,,
T,2023-05-11 12:49:01,6.21528333,-75.58450833,2.60,1464.583,24.017,0.449,267,16,41,,
T,2023-05-11 12:49:02,6.21528500,-75.58451500,2.50,1464.983,24.017,0.406,288,17,41,,
T,2023-05-11 12:49:03,6.21528667,-75.58452500,2.40,1465.483,24.017,0.000,,17,41,,
T,2023-05-11 12:49:04,6.21528833,-75.58453333,2.40,1465.683,24.017,0.000,,16,41,,
T,2023-05-11 12:49:05,6.21528667,-75.58453333,2.40,1466.083,24.017,0.000,,16,41,,
T,2023-05-11 12:49:06,6.21528167,-75.58453333,2.30,1466.683,24.017,0.323,230,19,41,,
T,2023-05-11 12:49:07,6.21527333,-75.58454167,2.20,1467.283,24.017,0.372,229,20,41,,
T,2023-05-11 12:49:08,6.21526667,-75.58455000,2.20,1468.183,24.017,0.522,245,20,41,,
T,2023-05-11 12:49:09,6.21525333,-75.58456333,2.20,1468.883,24.017,0.733,231,20,41,,
T,2023-05-11 12:49:10,6.21523500,-75.58457833,2.20,1469.383,24.017,0.994,228,20,41,,
T,2023-05-11 12:49:11,6.21521000,-75.58460167,2.30,1469.982,24.018,1.324,225,20,41,,
T,2023-05-11 12:49:12,6.21519667,-75.58463333,2.40,1470.682,24.018,1.631,233,21,41,,
T,2023-05-11 12:49:13,6.21519667,-75.58467000,2.50,1471.482,24.018,0.000,,21,41,,
T,2023-05-11 12:49:14,6.21521167,-75.58471500,2.60,1472.182,24.018,0.000,,19,41,,
T,2023-05-11 12:49:15,6.21524167,-75.58476667,2.70,1472.582,24.018,0.000,,19,41,,
T,2023-05-11 12:49:16,6.21529333,-75.58485500,2.80,1473.581,24.019,8.623,295,21,41,,
T,2023-05-11 12:49:17,6.21534667,-75.58494833,2.80,1474.581,24.019,10.073,297,19,41,,
T,2023-05-11 12:49:18,6.21540167,-75.58505000,2.70,1475.280,24.020,11.924,297,20,41,,
T,2023-05-11 12:49:19,6.21545833,-75.58515500,2.50,1476.880,24.020,13.048,298,21,41,,
T,2023-05-11 12:49:20,6.21552167,-75.58527333,2.40,1477.679,24.021,13.571,298,21,41,,
T,2023-05-11 12:49:21,6.21558167,-75.58538167,2.40,1478.479,24.021,12.995,298,20,41,,
T,2023-05-11 12:49:22,6.21563167,-75.58547167,2.40,1479.879,24.021,11.046,293,20,41,,
T,2023-05-11 12:49:23,6.21566000,-75.58555667,2.40,1480.978,24.022,8.826,281,20,41,,
T,2023-05-11 12:49:24,6.21566667,-75.58563667,2.50,1482.078,24.022,8.658,279,18,41,,
T,2023-05-11 12:49:25,6.21566167,-75.58569833,2.70,1483.477,24.023,7.858,274,18,41,,
T,2023-05-11 12:49:26,6.21563167,-75.58574833,2.80,1484.777,24.023,7.220,256,17,41,,
T,2023-05-11 12:49:27,6.21555833,-75.58576833,2.90,1485.377,24.023,7.068,236,18,41,,
T,2023-05-11 12:49:28,6.21549000,-75.58578167,2.80,1485.077,24.023,5.928,246,20,41,,
T,2023-05-11 12:49:29,6.21545333,-75.58582500,2.70,1485.376,24.024,5.792,271,21,41,,
T,2023-05-11 12:49:30,6.21544333,-75.58587667,2.70,1485.176,24.024,5.922,266,19,41,,
T,2023-05-11 12:49:31,6.21544333,-75.58593000,2.70,1484.876,24.024,5.021,271,19,41,,
T,2023-05-11 12:49:32,6.21544667,-75.58598500,3.00,1484.576,24.024,4.926,281,22,41,,
T,2023-05-11 12:49:33,6.21546667,-75.58601333,2.70,1483.875,24.025,4.138,304,22,41,,
T,2023-05-11 12:49:34,6.21547500,-75.58603000,2.70,1483.875,24.025,3.546,326,23,41,,
T,2023-05-11 12:49:35,6.21548667,-75.58603667,2.70,1483.375,24.025,3.014,328,23,41,,
T,2023-05-11 12:49:36,6.21552333,-75.58604667,2.60,1483.475,24.025,3.910,336,23,41,,
T,2023-05-11 12:49:37,6.21557667,-75.58604500,2.60,1483.176,24.024,4.412,356,23,41,,
T,2023-05-11 12:49:38,6.21564333,-75.58604167,2.60,1482.876,24.024,5.757,5,23,41,,
T,2023-05-11 12:49:39,6.21574000,-75.58602333,2.70,1482.576,24.024,7.589,10,21,41,,
T,2023-05-11 12:49:40,6.21583500,-75.58600000,2.80,1482.176,24.024,9.270,13,20,41,,
T,2023-05-11 12:49:41,6.21590167,-75.58598667,2.80,1480.776,24.024,9.286,16,21,41,,
T,2023-05-11 12:49:42,6.21599667,-75.58596500,2.90,1480.277,24.023,9.468,17,23,41,,
T,2023-05-11 12:49:43,6.21609333,-75.58594167,2.70,1479.777,24.023,9.201,18,23,41,,
T,2023-05-11 12:49:44,6.21617667,-75.58591667,2.70,1479.377,24.023,9.693,20,23,41,,
T,2023-05-11 12:49:45,6.21626667,-75.58588500,2.60,1479.278,24.022,9.676,23,23,41,,
T,2023-05-11 12:49:46,6.21635333,-75.58584000,2.60,1479.478,24.022,10.291,26,23,41,,
T,2023-05-11 12:49:47,6.21644500,-75.58579333,2.60,1479.479,24.021,10.875,32,23,41,,
T,2023-05-11 12:49:48,6.21653500,-75.58573667,2.60,1479.279,24.021,11.909,28,23,41,,
T,2023-05-11 12:49:49,6.21663500,-75.58569000,2.60,1479.279,24.021,10.265,25,23,41,,
T,2023-05-11 12:49:50,6.21669833,-75.58567500,2.70,1478.480,24.020,8.766,19,20,41,,
T,2023-05-11 12:49:51,6.21676500,-75.58566500,2.70,1478.380,24.020,7.470,14,21,41,,
T,2023-05-11 12:49:52,6.21683833,-75.58568000,2.90,1478.280,24.020,6.942,4,19,41,,
T,2023-05-11 12:49:53,6.21693500,-75.58570833,2.80,1478.480,24.020,8.278,352,20,41,,
T,2023-05-11 12:49:54,6.21703000,-75.58573000,2.60,1477.980,24.020,7.897,351,20,41,,
T,2023-05-11 12:49:55,6.21713167,-75.58574500,2.50,1478.280,24.020,8.314,357,20,41,,
T,2023-05-11 12:49:56,6.21722667,-75.58575333,2.50,1478.680,24.020,9.920,354,19,41,,
T,2023-05-11 12:49:57,6.21733167,-75.58576500,2.40,1479.580,24.020,9.940,356,19,41,,
T,2023-05-11 12:49:58,6.21745500,-75.58576667,2.40,1481.681,24.019,11.259,2,20,41,,
T,2023-05-11 12:49:59,6.21757833,-75.58574833,2.40,1482.781,24.019,12.596,7,21,41,,
T,2023-05-11 12:50:00,6.21769667,-75.58572500,2.50,1484.081,24.019,13.264,11,23,41,,
T,2023-05-11 12:50:01,6.21782000,-75.58570333,2.40,1484.582,24.018,14.093,12,24,41,,
T,2023-05-11 12:50:02,6.21794667,-75.58567167,2.20,1485.282,24.018,14.666,15,25,41,,
T,2023-05-11 12:50:03,6.21808167,-75.58563333,2.20,1486.483,24.017,15.135,19,24,41,,
T,2023-05-11 12:50:04,6.21820500,-75.58557667,2.00,1486.283,24.017,14.315,24,25,41,,
T,2023-05-11 12:50:05,6.21831833,-75.58550833,2.20,1486.084,24.016,13.720,32,25,41,,
T,2023-05-11 12:50:06,6.21841500,-75.58543000,2.30,1486.384,24.016,14.118,37,25,41,,
T,2023-05-11 12:50:07,6.21852500,-75.58535167,2.30,1485.785,24.015,14.776,35,24,41,,
T,2023-05-11 12:50:08,6.21863667,-75.58528667,2.40,1484.685,24.015,14.241,24,24,41,,
T,2023-05-11 12:50:09,6.21876333,-75.58524667,2.50,1482.786,24.014,13.013,14,25,41,,
T,2023-05-11 12:50:10,6.21888667,-75.58524000,2.40,1481.686,24.014,12.091,0,25,41,,
T,2023-05-11 12:50:11,6.21898500,-75.58525833,2.60,1482.286,24.014,9.556,351,25,41,,
T,2023-05-11 12:50:12,6.21906333,-75.58528833,2.40,1482.686,24.014,8.487,345,25,41,,
T,2023-05-11 12:50:13,6.21913333,-75.58531167,2.40,1483.286,24.014,7.775,347,26,41,,
T,2023-05-11 12:50:14,6.21920000,-75.58533833,2.20,1484.786,24.014,6.301,351,26,41,,
T,2023-05-11 12:50:15,6.21925167,-75.58534167,2.10,1485.086,24.014,5.732,4,25,41,,
T,2023-05-11 12:50:16,6.21929500,-75.58533500,2.10,1485.486,24.014,5.473,11,25,41,,
