type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2023-03-25 23:46:14,6.15344500,-75.61942667,1.30,1581.080,24.320,0.000,,24,41,20230325-184614,GPS Logger: 20230325-184614 - Nmax_viaje_18
T,2023-03-25 23:46:15,6.15344500,-75.61942667,1.40,1581.080,24.320,0.000,,24,41,,
T,2023-03-25 23:46:16,6.15344500,-75.61942667,1.50,1581.080,24.320,0.000,,24,41,,
T,2023-03-25 23:46:17,6.15344500,-75.61942667,1.50,1581.080,24.320,0.000,,25,41,,
T,2023-03-25 23:46:18,6.15344500,-75.61942667,1.50,1581.080,24.320,0.000,,26,41,,
T,2023-03-25 23:46:19,6.15344500,-75.61942667,1.50,1581.080,24.320,0.000,,26,41,,
T,2023-03-25 23:46:20,6.15344500,-75.61942667,1.50,1581.080,24.320,0.000,,26,41,,
T,2023-03-25 23:46:21,6.15344500,-75.61942667,1.40,1581.080,24.320,0.000,,26,41,,
T,2023-03-25 23:46:22,6.15344500,-75.61942667,1.40,1581.080,24.320,0.000,,26,41,,
T,2023-03-25 23:46:23,6.15344500,-75.61942667,1.40,1581.080,24.320,0.000,,26,42,,
T,2023-03-25 23:46:24,6.15344500,-75.61942667,1.50,1581.080,24.320,0.000,,25,42,,
T,2023-03-25 23:46:25,6.15344500,-75.61942667,1.50,1581.080,24.320,0.000,,25,42,,
T,2023-03-25 23:46:26,6.15344500,-75.61942667,1.50,1581.080,24.320,0.000,,25,42,,
T,2023-03-25 23:46:27,6.15344500,-75.61942667,1.50,1581.080,24.320,0.000,,26,42,,
T,2023-03-25 23:46:28,6.15344500,-75.61942667,1.50,1581.080,24.320,0.000,,27,42,,
T,2023-03-25 23:46:29,6.15339667,-75.61943833,1.60,1582.880,24.320,1.397,91,27,42,,
T,2023-03-25 23:46:30,6.15342500,-75.61945667,1.70,1583.880,24.320,2.012,346,28,42,,
T,2023-03-25 23:46:31,6.15346500,-75.61946167,1.70,1585.080,24.320,2.893,26,29,42,,
