type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2023-04-27 22:00:08,6.27631000,-75.58651167,1.60,1548.800,23.900,0.061,48,27,43,20230427-170008,GPS Logger: 20230427-170008 - Recorrido 5
T,2023-04-27 22:00:09,6.27630833,-75.58651500,1.50,1549.300,23.900,0.129,48,27,43,,
T,2023-04-27 22:00:10,6.27630833,-75.58651500,1.50,1549.600,23.900,0.063,48,28,43,,
T,2023-04-27 22:00:11,6.27630833,-75.58651500,1.50,1549.200,23.900,0.069,48,28,43,,
T,2023-04-27 22:00:12,6.27630833,-75.58651667,1.60,1549.000,23.900,0.048,48,28,43,,
T,2023-04-27 22:00:13,6.27631000,-75.58651667,1.60,1548.900,23.900,0.000,,27,43,,
T,2023-04-27 22:00:14,6.27631000,-75.58651667,1.70,1548.800,23.900,0.000,,26,43,,
T,2023-04-27 22:00:16,6.27631333,-75.58652167,1.90,1548.600,23.900,0.000,,23,43,,
T,2023-04-27 22:00:17,6.27631500,-75.58652167,2.00,1548.700,23.900,0.000,,20,43,,
T,2023-04-27 22:00:18,6.27631667,-75.58652167,2.10,1548.700,23.900,0.000,,19,43,,
T,2023-04-27 22:00:19,6.27632667,-75.58652500,2.30,1548.700,23.900,0.000,,17,42,,
T,2023-04-27 22:00:20,6.27634000,-75.58653000,2.50,1548.600,23.900,0.000,,16,42,,
T,2023-04-27 22:00:21,6.27635500,-75.58655000,2.70,1548.600,23.900,0.000,,15,42,,
T,2023-04-27 22:00:22,6.27637167,-75.58657833,2.90,1548.400,23.900,0.000,,15,42,,
T,2023-04-27 22:00:23,6.27638333,-75.58660833,3.00,1548.500,23.900,0.000,,15,42,,
T,2023-04-27 22:00:24,6.27639500,-75.58666167,3.10,1548.300,23.900,0.000,,15,43,,
T,2023-04-27 22:00:25,6.27640667,-75.58671000,3.20,1548.300,23.900,0.000,,15,43,,
T,2023-04-27 22:00:26,6.27641833,-75.58675833,3.20,1548.299,23.901,2.577,285,14,43,,
T,2023-04-27 22:00:27,6.27642500,-75.58682167,3.30,1548.099,23.901,3.085,283,12,43,,
T,2023-04-27 22:00:28,6.27643333,-75.58687333,3.40,1547.899,23.901,3.526,283,11,43,,
T,2023-04-27 22:00:29,6.27643833,-75.58693500,3.40,1547.599,23.901,3.904,282,11,43,,
T,2023-04-27 22:00:30,6.27644333,-75.58699833,3.40,1546.998,23.902,4.295,282,10,43,,
T,2023-04-27 22:00:31,6.27645167,-75.58705167,3.60,1546.898,23.902,4.609,280,10,43,,
T,2023-04-27 22:00:32,6.27644833,-75.58711667,3.70,1546.698,23.902,4.918,272,9,43,,
T,2023-04-27 22:00:33,6.27644333,-75.58718833,3.90,1546.597,23.903,5.254,270,8,43,,
T,2023-04-27 22:00:34,6.27643333,-75.58728667,4.00,1546.497,23.903,5.645,268,9,43,,
T,2023-04-27 22:00:35,6.27642500,-75.58741667,3.90,1546.496,23.904,9.369,268,9,43,,
T,2023-04-27 22:00:36,6.27641833,-75.58752500,3.90,1546.395,23.905,9.574,268,8,43,,
T,2023-04-27 22:00:37,6.27641667,-75.58762000,3.80,1546.495,23.905,9.033,267,8,43,,
T,2023-04-27 22:00:38,6.27641833,-75.58771000,3.80,1546.395,23.905,8.295,268,8,43,,
T,2023-04-27 22:00:39,6.27641667,-75.58780500,3.80,1545.994,23.906,7.757,267,9,43,,
T,2023-04-27 22:00:40,6.27640833,-75.58789833,3.80,1545.894,23.906,7.532,267,10,43,,
T,2023-04-27 22:00:41,6.27639500,-75.58796167,3.80,1545.593,23.907,6.924,264,9,43,,
T,2023-04-27 22:00:42,6.27638500,-75.58801500,3.80,1545.493,23.907,6.209,262,8,43,,
T,2023-04-27 22:00:43,6.27638167,-75.58807667,3.70,1545.393,23.907,6.577,265,8,43,,
T,2023-04-27 22:00:44,6.27638000,-75.58815333,3.70,1545.892,23.908,7.227,265,9,43,,
T,2023-04-27 22:00:45,6.27636667,-75.58823167,3.80,1545.992,23.908,7.203,265,9,43,,
T,2023-04-27 22:00:46,6.27636333,-75.58829500,3.70,1545.991,23.909,6.732,264,9,43,,
T,2023-04-27 22:00:47,6.27635500,-75.58836000,3.60,1546.191,23.909,7.002,261,10,43,,
T,2023-04-27 22:00:48,6.27634667,-75.58844833,3.60,1547.091,23.909,7.550,264,10,43,,
T,2023-04-27 22:00:49,6.27634667,-75.58852500,3.60,1547.690,23.910,7.772,267,11,43,,
T,2023-04-27 22:00:50,6.27634167,-75.58859333,3.70,1547.690,23.910,7.775,270,10,43,,
T,2023-04-27 22:00:51,6.27632500,-75.58870000,3.80,1548.189,23.911,11.001,259,10,43,,
T,2023-04-27 22:00:52,6.27631333,-75.58881667,3.90,1548.789,23.911,11.870,261,9,42,,
T,2023-04-27 22:00:53,6.27629833,-75.58892667,4.00,1548.988,23.912,12.100,262,8,43,,
T,2023-04-27 22:00:54,6.27628500,-75.58903667,4.30,1548.987,23.913,12.120,262,5,43,,
T,2023-04-27 22:00:55,6.27623833,-75.58917333,4.40,1548.686,23.914,13.059,260,6,43,,
T,2023-04-27 22:00:56,6.27620833,-75.58931333,4.50,1548.986,23.914,13.638,258,7,43,,
T,2023-04-27 22:00:57,6.27617833,-75.58944333,4.50,1549.685,23.915,14.042,256,8,43,,
T,2023-04-27 22:00:58,6.27614667,-75.58956333,4.60,1550.184,23.916,14.017,256,7,43,,
T,2023-04-27 22:00:59,6.27612000,-75.58970333,4.40,1550.983,23.917,14.139,258,10,43,,
T,2023-04-27 22:01:00,6.27609500,-75.58981167,4.30,1552.083,23.917,13.469,258,9,43,,
T,2023-04-27 22:01:01,6.27607500,-75.58989000,4.10,1553.082,23.918,12.086,260,10,43,,
T,2023-04-27 22:01:02,6.27606333,-75.58998833,4.00,1554.182,23.918,11.022,260,9,43,,
T,2023-04-27 22:01:03,6.27604500,-75.59008500,3.80,1554.181,23.919,10.564,261,11,43,,
T,2023-04-27 22:01:04,6.27604167,-75.59012333,3.90,1555.481,23.919,6.879,264,11,43,,
T,2023-04-27 22:01:05,6.27604667,-75.59009667,4.00,1556.381,23.919,3.165,254,11,43,,
T,2023-04-27 22:01:06,6.27604667,-75.59010833,3.80,1556.881,23.919,3.150,262,12,43,,
T,2023-04-27 22:01:07,6.27604000,-75.59014833,3.70,1556.981,23.919,3.643,260,12,43,,
T,2023-04-27 22:01:08,6.27602500,-75.59019167,3.60,1557.581,23.919,4.263,254,12,43,,
T,2023-04-27 22:01:09,6.27601833,-75.59024500,3.50,1558.180,23.920,3.992,257,13,43,,
T,2023-04-27 22:01:10,6.27600833,-75.59027833,3.30,1558.680,23.920,3.959,253,15,43,,
T,2023-04-27 22:01:11,6.27599833,-75.59031000,3.20,1559.180,23.920,4.139,248,16,43,,
T,2023-04-27 22:01:12,6.27597667,-75.59034333,3.10,1559.180,23.920,4.608,236,15,43,,
T,2023-04-27 22:01:13,6.27594000,-75.59039833,3.00,1559.079,23.921,5.648,234,16,43,,
T,2023-04-27 22:01:14,6.27589500,-75.59044667,3.00,1559.079,23.921,6.471,230,16,43,,
T,2023-04-27 22:01:15,6.27583833,-75.59050167,3.20,1558.879,23.921,7.247,227,15,43,,
T,2023-04-27 22:01:16,6.27576333,-75.59055833,3.30,1558.478,23.922,8.271,223,14,43,,
T,2023-04-27 22:01:17,6.27567833,-75.59061667,3.40,1558.078,23.922,9.219,218,15,43,,
T,2023-04-27 22:01:18,6.27557167,-75.59066000,3.50,1557.077,23.923,10.264,211,15,43,,
T,2023-04-27 22:01:19,6.27543833,-75.59068833,3.60,1555.977,23.923,11.712,204,14,43,,
T,2023-04-27 22:01:20,6.27531667,-75.59070667,3.50,1555.476,23.924,12.334,199,14,43,,
T,2023-04-27 22:01:21,6.27518667,-75.59069167,3.60,1554.776,23.924,12.099,192,13,42,,
T,2023-04-27 22:01:22,6.27506333,-75.59067667,3.60,1554.476,23.924,12.294,186,14,43,,
T,2023-04-27 22:01:23,6.27493833,-75.59064167,3.60,1554.076,23.924,12.954,180,14,43,,
T,2023-04-27 22:01:24,6.27480833,-75.59059000,3.30,1553.276,23.924,13.388,173,15,43,,
T,2023-04-27 22:01:25,6.27469667,-75.59054667,3.20,1552.676,23.924,12.189,171,14,43,,
T,2023-04-27 22:01:26,6.27458500,-75.59052333,3.20,1552.776,23.924,11.888,170,14,43,,
T,2023-04-27 22:01:27,6.27448333,-75.59050167,3.20,1552.776,23.924,11.883,171,13,43,,
T,2023-04-27 22:01:28,6.27438000,-75.59049000,3.30,1552.475,23.925,11.650,174,13,43,,
T,2023-04-27 22:01:29,6.27428167,-75.59049000,3.40,1552.775,23.925,11.783,177,13,43,,
T,2023-04-27 22:01:30,6.27418667,-75.59053000,3.40,1551.875,23.925,11.770,187,15,43,,
T,2023-04-27 22:01:31,6.27409500,-75.59059667,3.40,1550.674,23.926,11.794,196,16,43,,
T,2023-04-27 22:01:32,6.27400167,-75.59065500,3.50,1551.174,23.926,12.486,202,16,43,,
T,2023-04-27 22:01:33,6.27391000,-75.59074167,3.50,1551.073,23.927,12.238,210,15,43,,
T,2023-04-27 22:01:34,6.27384000,-75.59084500,3.60,1551.172,23.928,11.566,221,16,43,,
T,2023-04-27 22:01:35,6.27377500,-75.59092833,3.70,1551.172,23.928,10.789,224,15,43,,
T,2023-04-27 22:01:36,6.27372000,-75.59103333,3.90,1551.271,23.929,11.013,230,14,43,,
T,2023-04-27 22:01:37,6.27369833,-75.59116833,4.00,1551.170,23.930,11.104,240,11,43,,
T,2023-04-27 22:01:38,6.27370333,-75.59133500,4.20,1551.469,23.931,11.583,251,11,43,,
T,2023-04-27 22:01:39,6.27372667,-75.59149667,4.30,1551.469,23.931,12.095,260,10,43,,
T,2023-04-27 22:01:40,6.27376333,-75.59166333,4.30,1551.568,23.932,12.915,267,10,43,,
T,2023-04-27 22:01:41,6.27379333,-75.59183667,4.10,1551.667,23.933,14.037,270,12,43,,
T,2023-04-27 22:01:42,6.27382500,-75.59201167,4.10,1552.066,23.934,14.957,272,12,43,,
T,2023-04-27 22:01:43,6.27385167,-75.59215500,3.90,1552.066,23.934,14.442,275,12,43,,
T,2023-04-27 22:01:44,6.27387500,-75.59226333,3.90,1550.565,23.935,14.016,273,12,43,,
T,2023-04-27 22:01:45,6.27387000,-75.59238167,3.80,1550.564,23.936,13.433,269,12,43,,
