type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2023-05-05 14:32:52.187,6.34243296,-75.54583891,5.49,1450.094,23.537,0.000,,8,27,20230505-093252,GPS Logger: 20230505-093252 - 2021_yamaha_250_ruta3
T,2023-05-05 14:32:53.187,6.34242395,-75.54582033,6.40,1449.467,23.537,0.000,,9,27,,
T,2023-05-05 14:32:54.187,6.34243312,-75.54580044,7.31,1453.407,23.537,0.000,,9,27,,
T,2023-05-05 14:32:55.187,6.34245545,-75.54581306,6.68,1445.133,23.537,0.000,,9,27,,
T,2023-05-05 14:32:56.187,6.34244633,-75.54581929,5.17,1438.309,23.537,0.000,,9,27,,
T,2023-05-05 14:32:57,6.34243678,-75.54581585,9.79,1426.093,23.537,0.480,3,9,27,,
T,2023-05-05 14:32:59,6.34248004,-75.54587312,6.93,1437.067,23.537,1.440,273,13,27,,
T,2023-05-05 14:33:00,6.34248372,-75.54593756,5.59,1435.832,23.537,5.140,252,15,27,,
T,2023-05-05 14:33:01,6.34246375,-75.54598827,5.00,1440.459,23.538,6.440,254,15,27,,
T,2023-05-05 14:33:02,6.34245504,-75.54602887,4.56,1438.386,23.538,3.430,267,15,27,,
T,2023-05-05 14:33:03,6.34244879,-75.54607338,4.19,1440.104,23.538,3.680,254,15,27,,
T,2023-05-05 14:33:04,6.34243115,-75.54612513,3.96,1439.948,23.538,7.660,254,15,27,,
T,2023-05-05 14:33:05,6.34241363,-75.54620760,3.79,1441.422,23.539,9.850,254,17,27,,
T,2023-05-05 14:33:06,6.34238785,-75.54630603,3.88,1442.546,23.539,10.920,256,17,27,,
T,2023-05-05 14:33:07,6.34234613,-75.54642449,3.79,1442.112,23.540,13.360,254,17,27,,
T,2023-05-05 14:33:08,6.34232004,-75.54653184,3.79,1442.881,23.541,12.870,256,17,26,,
T,2023-05-05 14:33:09,6.34229266,-75.54665154,3.79,1441.393,23.541,14.140,255,18,27,,
T,2023-05-05 14:33:10,6.34226001,-75.54675869,3.79,1441.666,23.542,12.650,252,18,27,,
T,2023-05-05 14:33:11,6.34224598,-75.54684604,3.79,1439.308,23.543,10.700,255,18,27,,
T,2023-05-05 14:33:12,6.34221274,-75.54693768,3.79,1438.898,23.543,10.280,254,19,27,,
T,2023-05-05 14:33:13,6.34218228,-75.54704119,3.79,1437.719,23.544,11.430,256,19,27,,
T,2023-05-05 14:33:14,6.34215459,-75.54714748,4.06,1437.180,23.544,11.910,256,19,27,,
T,2023-05-05 14:33:15,6.34214508,-75.54727708,4.57,1437.008,23.545,14.240,261,19,27,,
T,2023-05-05 14:33:16,6.34210819,-75.54743996,4.11,1438.113,23.546,18.270,257,19,27,,
T,2023-05-05 14:33:17,6.34207503,-75.54758181,4.17,1438.354,23.547,16.000,257,17,27,,
T,2023-05-05 14:33:18,6.34203534,-75.54772441,4.57,1439.506,23.548,15.770,256,18,27,,
T,2023-05-05 14:33:19,6.34201408,-75.54787541,4.08,1439.894,23.548,16.100,258,18,27,,
T,2023-05-05 14:33:20,6.34196855,-75.54801693,4.15,1440.640,23.549,15.230,255,19,27,,
T,2023-05-05 14:33:21,6.34193715,-75.54813993,3.93,1439.064,23.550,13.170,255,17,27,,
T,2023-05-05 14:33:22,6.34190250,-75.54826562,3.86,1438.974,23.551,13.000,255,17,27,,
T,2023-05-05 14:33:23,6.34187763,-75.54836061,4.52,1438.103,23.551,11.490,255,18,27,,
T,2023-05-05 14:33:24,6.34184348,-75.54845194,6.30,1438.341,23.552,10.430,251,19,27,,
T,2023-05-05 14:33:25,6.34183928,-75.54849690,5.06,1439.519,23.552,5.800,253,19,27,,
T,2023-05-05 14:33:26,6.34183809,-75.54854858,5.33,1439.146,23.552,6.590,251,18,27,,
T,2023-05-05 14:33:27,6.34179119,-75.54860704,6.60,1439.801,23.553,6.700,237,19,27,,
T,2023-05-05 14:33:28,6.34174819,-75.54864195,7.69,1437.826,23.553,7.720,231,19,27,,
T,2023-05-05 14:33:29,6.34167004,-75.54868209,8.60,1438.033,23.553,8.380,224,19,27,,
T,2023-05-05 14:33:30,6.34154738,-75.54861991,9.42,1437.238,23.553,9.180,194,19,27,,
T,2023-05-05 14:33:31,6.34142648,-75.54860308,9.01,1436.967,23.554,10.620,184,20,27,,
T,2023-05-05 14:33:32,6.34123672,-75.54851839,6.52,1435.449,23.554,14.390,172,20,26,,
T,2023-05-05 14:33:33,6.34106096,-75.54846900,5.43,1434.016,23.554,16.570,171,19,27,,
T,2023-05-05 14:33:34,6.34091359,-75.54843993,5.41,1432.931,23.554,15.960,174,19,27,,
T,2023-05-05 14:33:35,6.34077046,-75.54841774,5.55,1431.342,23.554,16.250,173,17,27,,
T,2023-05-05 14:33:36,6.34063238,-75.54840127,5.18,1431.092,23.554,15.630,173,18,27,,
T,2023-05-05 14:33:37,6.34050017,-75.54837204,4.77,1429.436,23.554,14.680,174,19,27,,
T,2023-05-05 14:33:38,6.34037093,-75.54834854,4.52,1429.787,23.555,14.220,172,19,27,,
T,2023-05-05 14:33:39,6.34024531,-75.54832750,4.24,1427.903,23.555,13.840,171,19,27,,
T,2023-05-05 14:33:40,6.34013335,-75.54830848,4.22,1427.848,23.555,12.440,169,19,27,,
T,2023-05-05 14:33:41,6.34003321,-75.54827669,4.37,1428.716,23.555,11.600,164,19,27,,
T,2023-05-05 14:33:42,6.33993498,-75.54825745,4.60,1429.066,23.555,11.350,170,19,27,,
T,2023-05-05 14:33:43,6.33983855,-75.54824355,4.62,1428.240,23.555,10.460,176,19,27,,
T,2023-05-05 14:33:44,6.33975056,-75.54823313,4.87,1428.083,23.555,9.760,172,19,27,,
T,2023-05-05 14:33:45,6.33965759,-75.54819982,4.81,1428.115,23.556,10.350,171,19,26,,
T,2023-05-05 14:33:46,6.33954764,-75.54817807,5.20,1427.243,23.556,11.630,175,20,27,,
T,2023-05-05 14:33:47,6.33944248,-75.54816569,5.01,1427.027,23.556,11.460,176,19,27,,
T,2023-05-05 14:33:48,6.33934097,-75.54815303,5.04,1427.072,23.556,10.550,175,20,27,,
