t_s	speed_m_s	speed_km_h	acel_m_s2	Alt_api_c_f	N_intervalo_200m	Pendiente_200m	R2_200m	Grade_200m	Driver	micro_ciclo	Cluster
967	0	0	-0,07971756	1503,774752	38	-0,026058898	0,784637593	-1,492727041	1	1535	1
968	0	0	0,487025835	1504,266815	26	-0,020748335	0,78758195	-1,188621471	13	1569	1
969	0,910097902	3,276352448	0,779368104	1504,196295	26	-0,020748335	0,78758195	-1,188621471	13	1569	1
970	1,436473193	5,171303497	0,553405206	1504,133362	26	-0,020748335	0,78758195	-1,188621471	13	1569	1
971	2,139368298	7,701725874	0,879680458	1504,078615	26	-0,020748335	0,78758195	-1,188621471	13	1569	1
972	3,193300699	11,49588252	1,192833722	1504,03278	26	-0,020748335	0,78758195	-1,188621471	13	1569	1
973	4,408552448	15,87078881	1,078056333	1503,99672	26	-0,020748335	0,78758195	-1,188621471	13	1569	1
974	5,275941725	18,99339021	0,743512044	1503,966288	26	-0,020748335	0,78758195	-1,188621471	13	1569	1
975	5,863820513	21,10975385	0,306949689	1503,94102	26	-0,020748335	0,78758195	-1,188621471	13	1569	1
976	5,913300699	21,28788252	-0,050886169	1503,920446	26	-0,020748335	0,78758195	-1,188621471	13	1569	1
977	5,824027972	20,9665007	-0,178553225	1503,904094	26	-0,020748335	0,78758195	-1,188621471	13	1569	1
978	5,568235431	20,04564755	-0,298074786	1503,891492	26	-0,020748335	0,78758195	-1,188621471	13	1569	1
979	5,245937063	18,88537343	-0,334666278	1503,882176	26	-0,020748335	0,78758195	-1,188621471	13	1569	1
980	4,865470862	17,5156951	-0,499569153	1503,875694	26	-0,020748335	0,78758195	-1,188621471	13	1569	1
981	4,21790676	15,18446434	-0,784290598	1503,871611	26	-0,020748335	0,78758195	-1,188621471	13	1569	1
982	3,338822844	12,01976224	-0,907801671	1503,869514	26	-0,020748335	0,78758195	-1,188621471	13	1569	1
983	2,444240093	8,799264336	-0,900991064	1503,869019	26	-0,020748335	0,78758195	-1,188621471	13	1569	1
984	1,569757576	5,651127273	-0,766406566	1503,869776	26	-0,020748335	0,78758195	-1,188621471	13	1569	1
985	0,877277389	3,158198601	-0,842818376	1503,871476	26	-0,020748335	0,78758195	-1,188621471	13	1569	1
986	0	0	-0,454038462	1503,873853	26	-0,020748335	0,78758195	-1,188621471	13	1569	1
987	0	0	0,073106449	1503,876697	26	-0,020748335	0,78758195	-1,188621471	13	1569	1
988	0	0	0	1503,879853	26	-0,020748335	0,78758195	-1,188621471	13	1569	1
989	0	0	0	1503,883233	26	-0,020748335	0,78758195	-1,188621471	13	1569	1
990	0	0	0	1503,88682	26	-0,020748335	0,78758195	-1,188621471	13	1569	1
991	0	0	0	1503,890677	26	-0,020748335	0,78758195	-1,188621471	13	1569	1
992	0	0	0	1503,894951	26	-0,020748335	0,78758195	-1,188621471	13	1569	1
993	0	0	-0,067342657	1503,899881	26	-0,020748335	0,78758195	-1,188621471	13	1569	1
994	0	0	0,030421717	1475,813031	190	-0,007587462	0,47029725	-0,43472123	13	1597	1
995	0,639158508	2,300970629	0,519602564	1475,824312	190	-0,007587462	0,47029725	-0,43472123	13	1597	1
996	0,829687646	2,986875524	0,156609946	1475,837846	190	-0,007587462	0,47029725	-0,43472123	13	1597	1
997	0,988974359	3,560307692	0,112943085	1475,853212	190	-0,007587462	0,47029725	-0,43472123	13	1597	1
998	0,919207459	3,309146853	-0,590175602	1475,869967	190	-0,007587462	0,47029725	-0,43472123	13	1597	1
999	0	0	-0,530390443	1475,887643	190	-0,007587462	0,47029725	-0,43472123	13	1597	1
1000	0	0	0,034612277	1475,905754	190	-0,007587462	0,47029725	-0,43472123	13	1597	1
1001	0	0	0,217454351	1475,923788	190	-0,007587462	0,47029725	-0,43472123	13	1598	1
1002	0,50386014	1,813896503	0,724639277	1475,941217	190	-0,007587462	0,47029725	-0,43472123	13	1598	1
1003	1,421428904	5,117144056	1,139054584	1475,957492	190	-0,007587462	0,47029725	-0,43472123	13	1598	1
1004	2,675759907	9,632735664	1,188960761	1475,972046	190	-0,007587462	0,47029725	-0,43472123	13	1598	1
1005	3,706543124	13,34355524	0,939477855	1475,984296	190	-0,007587462	0,47029725	-0,43472123	13	1598	1
1006	4,517244755	16,26208112	0,60336519	1475,995115	190	-0,007587462	0,47029725	-0,43472123	13	1598	1
1007	4,879573427	17,56646434	0,177844211	1476,004357	190	-0,007587462	0,47029725	-0,43472123	13	1598	1
1008	4,819620047	17,35063217	-0,468702991	1476,011913	190	-0,007587462	0,47029725	-0,43472123	13	1598	1
1009	3,991414918	14,36909371	-0,951846154	1476,017716	190	-0,007587462	0,47029725	-0,43472123	13	1598	1
1010	3,036412587	10,93108531	-1,0036892	1476,021746	190	-0,007587462	0,47029725	-0,43472123	13	1598	1
1011	2,036067599	7,329843357	-0,929648601	1476,024029	190	-0,007587462	0,47029725	-0,43472123	13	1598	1
1012	1,221111888	4,396002797	-0,687815657	1476,024648	190	-0,007587462	0,47029725	-0,43472123	13	1598	1
1013	0,624792541	2,249253147	-0,644402292	1476,023739	190	-0,007587462	0,47029725	-0,43472123	13	1598	1
1014	0	0	-0,314769037	1476,025199	190	-0,007587462	0,47029725	-0,43472123	13	1598	1
1015	0	0	0,052066045	1476,027995	190	-0,007587462	0,47029725	-0,43472123	13	1598	1
1016	0	0	0	1476,03132	190	-0,007587462	0,47029725	-0,43472123	13	1598	1
1017	0	0	0	1476,034591	190	-0,007587462	0,47029725	-0,43472123	13	1598	1
1018	0	0	0	1476,037447	190	-0,007587462	0,47029725	-0,43472123	13	1598	1
1019	0	0	0	1476,039741	190	-0,007587462	0,47029725	-0,43472123	13	1598	1
1020	0	0	0	1476,041543	190	-0,007587462	0,47029725	-0,43472123	13	1598	1
1021	0	0	0	1476,043133	190	-0,007587462	0,47029725	-0,43472123	13	1598	1
1022	0	0	0	1476,042051	190	-0,007587462	0,47029725	-0,43472123	13	1598	1
1023	0	0	0	1476,038055	190	-0,007587462	0,47029725	-0,43472123	13	1598	1
1024	0	0	0	1476,031003	190	-0,007587462	0,47029725	-0,43472123	13	1598	1
1025	0	0	0	1476,020847	190	-0,007587462	0,47029725	-0,43472123	13	1598	1
1026	0	0	0	1476,007624	190	-0,007587462	0,47029725	-0,43472123	13	1598	1
1027	0	0	0	1475,991451	190	-0,007587462	0,47029725	-0,43472123	13	1598	1
1028	0	0	-0,062909674	1475,972517	190	-0,007587462	0,47029725	-0,43472123	13	1598	1
1029	0	0	0,406099456	1599,019592	4	-0,08156688	0,445157288	-4,663114767	6	1663	1
1030	0,758962704	2,732265734	0,6691892	1599,007396	4	-0,08156688	0,445157288	-4,663114767	6	1663	1
1031	1,198508159	4,314629371	0,376281663	1599	4	-0,08156688	0,445157288	-4,663114767	6	1663	1
1032	1,557794872	5,608061538	0,35437704	1599	4	-0,08156688	0,445157288	-4,663114767	6	1663	1
1033	1,875277389	6,750998601	0,212707459	1599	4	-0,08156688	0,445157288	-4,663114767	6	1663	1
1034	1,920592075	6,914131469	-0,172440559	1599	4	-0,08156688	0,445157288	-4,663114767	6	1663	1
1035	1,54839627	5,574226573	-0,517162199	1599	4	-0,08156688	0,445157288	-4,663114767	6	1663	1
1036	1,012032634	3,643317483	-0,404079837	1599	4	-0,08156688	0,445157288	-4,663114767	6	1663	1
1037	0,812748252	2,925893706	-0,048945027	1599	4	-0,08156688	0,445157288	-4,663114767	6	1663	1
1038	0,884365967	3,183717483	0,157899378	1599	4	-0,08156688	0,445157288	-4,663114767	6	1663	1
1039	1,114403263	4,011851748	0,341079643	1599	4	-0,08156688	0,445157288	-4,663114767	6	1663	1
1040	1,530480186	5,509728671	0,406082362	1599	4	-0,08156688	0,445157288	-4,663114767	6	1663	1
1041	1,888706294	6,799342657	0,343014375	1599	4	-0,08156688	0,445157288	-4,663114767	6	1663	1
1042	2,205801865	7,940886713	0,281039627	1599	4	-0,08156688	0,445157288	-4,663114767	6	1663	1
1043	2,400804196	8,642895105	0,038438811	1599	4	-0,08156688	0,445157288	-4,663114767	6	1663	1
1044	2,254787879	8,117236364	-0,326123349	1599	4	-0,08156688	0,445157288	-4,663114767	6	1663	1
1045	1,819328671	6,549583217	-0,428194639	1598,987322	4	-0,08156688	0,445157288	-4,663114767	6	1663	1
1046	1,467477855	5,28292028	-0,300123932	1598,966414	4	-0,08156688	0,445157288	-4,663114767	6	1663	1
1047	1,240659674	4,466374825	-0,113878011	1598,941181	4	-0,08156688	0,445157288	-4,663114767	6	1663	1
1048	1,226923077	4,416923077	0,017557498	1598,915012	4	-0,08156688	0,445157288	-4,663114767	6	1663	1
1049	1,261426573	4,541135664	0,120200272	1598,890804	4	-0,08156688	0,445157288	-4,663114767	6	1663	1
1050	1,422923077	5,122523077	0,065847708	1598,87099	4	-0,08156688	0,445157288	-4,663114767	6	1663	1
1051	1,36625641	4,918523077	-0,081342657	1598,857567	4	-0,08156688	0,445157288	-4,663114767	6	1663	1
1052	1,275389277	4,591401399	-0,152621795	1598,852114	4	-0,08156688	0,445157288	-4,663114767	6	1663	1
1053	1,057268065	3,806165035	-0,214752914	1598,855825	4	-0,08156688	0,445157288	-4,663114767	6	1663	1
1054	0,782477855	2,81692028	-0,598562937	1598,869526	4	-0,08156688	0,445157288	-4,663114767	6	1663	1
1055	0	0	-0,433546232	1598,893703	4	-0,08156688	0,445157288	-4,663114767	6	1663	1
1056	0	0	0,065206488	1598,928523	4	-0,08156688	0,445157288	-4,663114767	6	1663	1
1057	0	0	0	1598,97386	4	-0,08156688	0,445157288	-4,663114767	6	1663	1
1058	0	0	0	1599,029312	4	-0,08156688	0,445157288	-4,663114767	6	1663	1
1059	0	0	0	1599,094226	4	-0,08156688	0,445157288	-4,663114767	6	1663	1
1060	0	0	0	1599,167722	4	-0,08156688	0,445157288	-4,663114767	6	1663	1
1061	0	0	0	1599,248708	4	-0,08156688	0,445157288	-4,663114767	6	1663	1
1062	0	0	0	1599,335904	4	-0,08156688	0,445157288	-4,663114767	6	1663	1
1063	0	0	0	1599,427862	4	-0,08156688	0,445157288	-4,663114767	6	1663	1
1064	0	0	0	1599,522983	4	-0,08156688	0,445157288	-4,663114767	6	1663	1
1065	0	0	0	1599,619541	4	-0,08156688	0,445157288	-4,663114767	6	1663	1
1066	0	0	0	1599,715695	4	-0,08156688	0,445157288	-4,663114767	6	1663	1
1067	0	0	0	1599,809512	4	-0,08156688	0,445157288	-4,663114767	6	1663	1
1068	0	0	0	1599,898984	4	-0,08156688	0,445157288	-4,663114767	6	1663	1
1069	0	0	0	1599,982043	4	-0,08156688	0,445157288	-4,663114767	6	1663	1
1070	0	0	0	1600,056578	4	-0,08156688	0,445157288	-4,663114767	6	1663	1
1071	0	0	0	1600,120454	4	-0,08156688	0,445157288	-4,663114767	6	1663	1
1072	0	0	0	1600,171527	4	-0,08156688	0,445157288	-4,663114767	6	1663	1
1073	0	0	0	1600,207654	4	-0,08156688	0,445157288	-4,663114767	6	1663	1
1074	0	0	0	1600,226717	4	-0,08156688	0,445157288	-4,663114767	6	1663	1
1075	0	0	0	1600,22663	4	-0,08156688	0,445157288	-4,663114767	6	1663	1
1076	0	0	0	1600,205354	4	-0,08156688	0,445157288	-4,663114767	6	1663	1
1077	0	0	0	1600,160916	4	-0,08156688	0,445157288	-4,663114767	6	1663	1
1078	0	0	0	1600,091415	4	-0,08156688	0,445157288	-4,663114767	6	1663	1
1079	0	0	0	1599,995036	4	-0,08156688	0,445157288	-4,663114767	6	1663	1
1080	0	0	0	1599,870069	4	-0,08156688	0,445157288	-4,663114767	6	1663	1
1081	0	0	0	1599,714908	4	-0,08156688	0,445157288	-4,663114767	6	1663	1
1082	0	0	-0,043295455	1599,528075	4	-0,08156688	0,445157288	-4,663114767	6	1663	1
1083	0	0	0,406687646	1571,325747	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1084	0,772160839	2,779779021	0,705306721	1570,592228	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1085	1,297034965	4,669325874	0,544151515	1569,797127	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1086	1,912599068	6,885356643	0,65843143	1568,941872	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1087	2,593687646	9,337275524	0,684508353	1568,028544	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1088	3,244205128	11,67913846	0,576597125	1567,059901	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1089	3,735783217	13,44881958	0,416899961	1566,039414	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1090	4,130198135	14,86871329	0,466241841	1564,971293	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1091	4,678832168	16,8437958	0,546348096	1563,860518	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1092	5,193694639	18,6973007	0,507608586	1562,712867	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1093	5,687578089	20,47528112	0,476909091	1561,534946	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1094	6,108862471	21,9919049	0,299245921	1560,33422	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1095	6,277265734	22,59815664	0,095381313	1559,119037	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1096	6,320244755	22,75288112	-0,030560995	1557,880963	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1097	6,234060606	22,44261818	-0,102720085	1556,66578	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1098	6,12995338	22,06783217	-0,134582751	1555,477732	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1099	5,987575758	21,55527273	-0,090552642	1554,320719	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1100	5,963358974	21,46809231	0,013455128	1553,198301	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1101	5,987937063	21,55657343	0,020087801	1552,113695	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1102	5,971382284	21,49697622	-0,077545649	1551,069783	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1103	5,810708625	20,91855105	-0,238674437	1550,069109	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1104	5,476079254	19,71388531	-0,448717172	1549,113889	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1105	4,889606061	17,60258182	-0,754301865	1548,206013	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1106	3,987167832	14,3538042	-1,002740676	1547,347048	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1107	2,951039627	10,62374266	-1,013040016	1546,538246	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1108	2,000435897	7,201569231	-0,909200078	1545,780551	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1109	1,152230769	4,148030769	-0,749638695	1545,074603	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1110	0,507097902	1,825552448	-0,601450855	1544,420751	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1111	0	0	-0,242046037	1543,819055	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1112	0	0	0,042258159	1543,269298	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1113	0	0	0	1542,770997	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1114	0	0	0	1542,32341	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1115	0	0	0	1541,92555	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1116	0	0	0	1541,576194	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1117	0	0	0	1541,273896	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1118	0	0	0	1541,017001	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1119	0	0	0	1540,803656	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1120	0	0	0	1540,631825	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1121	0	0	0	1540,499305	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1122	0	0	0	1540,40374	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1123	0	0	0	1540,342638	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1124	0	0	0	1540,313384	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1125	0	0	0	1540,313264	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1126	0	0	0	1540,339475	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1127	0	0	0	1540,389151	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1128	0	0	0	1540,459375	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1129	0	0	0	1540,547205	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1130	0	0	0	1540,649691	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1131	0	0	0	1540,763897	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1132	0	0	0	1540,886921	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1133	0	0	0	1541,015919	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1134	0	0	0	1541,148131	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1135	0	0	0	1541,280898	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1136	0	0	0	1541,41169	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1137	0	0	0	1541,538132	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1138	0	0	0	1541,658026	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1139	0	0	0	1541,769382	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1140	0	0	0	1541,870439	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1141	0	0	0	1541,959696	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1142	0	0	0	1542,035943	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1143	0	0	0	1542,09828	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1144	0	0	0	1542,146159	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1145	0	0	0	1542,179402	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1146	0	0	0	1542,19824	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1147	0	0	0	1542,203343	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1148	0	0	0	1542,195845	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1149	0	0	0	1542,177388	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1150	0	0	0	1542,150145	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1151	0	0	0	1542,116859	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1152	0	0	0	1542,080876	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1153	0	0	0	1542,046181	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1154	0	0	0	1542,017433	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1155	0	0	0	1542	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1156	0	0	0	1542	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1157	0	0	0	1542	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1158	0	0	0	1542	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1159	0	0	0	1542	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1160	0	0	0	1542	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1161	0	0	0	1542	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1162	0	0	0	1542	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1163	0	0	0	1542	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1164	0	0	0	1542	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1165	0	0	0	1542	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1166	0	0	0	1542	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1167	0	0	0	1542	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1168	0	0	0	1542	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1169	0	0	0	1542	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1170	0	0	0	1542	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1171	0	0	0	1542	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1172	0	0	0	1542	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1173	0	0	0	1542	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1174	0	0	0	1542	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1175	0	0	0	1542	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1176	0	0	0	1542	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1177	0	0	0	1542	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1178	0	0	0	1542	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1179	0	0	0	1542	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1180	0	0	0	1542	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1181	0	0	0	1542	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1182	0	0	0	1542	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1183	0	0	0	1542	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1184	0	0	0	1542	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1185	0	0	0	1542	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1186	0	0	-0,093944444	1542	5	-0,212090407	0,414642394	-11,97444345	6	1665	1
1187	0	0	0,532431041	1605,195247	6	-0,10274788	0,899640084	-5,86643343	8	1692	1
1188	1,014296037	3,651465734	0,93171115	1604,85567	6	-0,10274788	0,899640084	-5,86643343	8	1692	1
1189	1,725195804	6,210704895	0,771932012	1604,49101	6	-0,10274788	0,899640084	-5,86643343	8	1692	1
1190	2,621032634	9,435717483	0,949133644	1604,099645	6	-0,10274788	0,899640084	-5,86643343	8	1692	1
1191	3,590708625	12,92655105	0,98330711	1603,680166	6	-0,10274788	0,899640084	-5,86643343	8	1692	1
1192	4,548794872	16,37566154	0,89836927	1603,231422	6	-0,10274788	0,899640084	-5,86643343	8	1692	1
1193	5,347608392	19,25139021	0,644351399	1602,752565	7	-0,079478169	0,99083505	-4,544211453	8	1692	1
1194	5,895799534	21,22487832	0,626871601	1602,243085	7	-0,079478169	0,99083505	-4,544211453	8	1692	1
1195	6,634529138	23,8843049	0,737644911	1601,702864	7	-0,079478169	0,99083505	-4,544211453	8	1692	1
1196	7,321701632	26,35812587	0,661328866	1601,132208	7	-0,079478169	0,99083505	-4,544211453	8	1692	1
1197	7,903086247	28,45111049	0,387419192	1600,531895	7	-0,079478169	0,99083505	-4,544211453	8	1692	1
1198	8,108310023	29,18991608	0,161567211	1599,903215	7	-0,079478169	0,99083505	-4,544211453	8	1692	1
1199	8,278365967	29,80211748	0,144066434	1599,271733	7	-0,079478169	0,99083505	-4,544211453	8	1692	1
1200	8,385132867	30,18647832	0,063281663	1598,629987	7	-0,079478169	0,99083505	-4,544211453	8	1692	1
1201	8,388871795	30,19993846	-0,059391803	1597,983605	7	-0,079478169	0,99083505	-4,544211453	8	1692	1
1202	8,23297669	29,63871608	-0,322080614	1597,338093	7	-0,079478169	0,99083505	-4,544211453	8	1692	1
1203	7,773818182	27,98574545	-0,484265929	1596,698903	7	-0,079478169	0,99083505	-4,544211453	8	1692	1
1204	7,329671329	26,38681678	-0,396555556	1596,071495	7	-0,079478169	0,99083505	-4,544211453	8	1692	1
1205	6,973620047	25,10503217	-0,362467366	1595,4614	7	-0,079478169	0,99083505	-4,544211453	8	1692	1
1206	6,590058275	23,72420979	-0,387503497	1594,87429	7	-0,079478169	0,99083505	-4,544211453	8	1692	1
1207	6,206522145	22,34347972	-0,383265346	1594,316038	7	-0,079478169	0,99083505	-4,544211453	8	1692	1
1208	5,84293007	21,03454825	-0,321063908	1593,792788	7	-0,079478169	0,99083505	-4,544211453	8	1692	1
1209	5,595778555	20,1448028	-0,14584965	1593,288159	7	-0,079478169	0,99083505	-4,544211453	8	1692	1
1210	5,556876457	20,00475524	0,05266317	1592,801775	7	-0,079478169	0,99083505	-4,544211453	8	1692	1
1211	5,668289044	20,40584056	0,145684149	1592,332917	7	-0,079478169	0,99083505	-4,544211453	8	1692	1
1212	5,791055944	20,8478014	0,02285742	1591,880554	7	-0,079478169	0,99083505	-4,544211453	8	1692	1
1213	5,721004662	20,59561678	-0,060286713	1591,443372	7	-0,079478169	0,99083505	-4,544211453	8	1692	1
1214	5,704312354	20,53552448	-0,00916589	1591,019802	7	-0,079478169	0,99083505	-4,544211453	8	1692	1
1215	5,697780886	20,51201119	0,007388112	1590,608052	7	-0,079478169	0,99083505	-4,544211453	8	1692	1
1216	5,71525641	20,57492308	0,007429487	1590,206132	7	-0,079478169	0,99083505	-4,544211453	8	1692	1
1217	5,719899767	20,59163916	0,03524359	1589,811883	7	-0,079478169	0,99083505	-4,544211453	8	1692	1
1218	5,792109557	20,85159441	0,084547009	1589,423006	7	-0,079478169	0,99083505	-4,544211453	8	1692	1
1219	5,889682984	21,20285874	0,128895882	1589,037089	7	-0,079478169	0,99083505	-4,544211453	8	1692	1
1220	6,058958042	21,81224895	0,210130342	1588,636314	7	-0,079478169	0,99083505	-4,544211453	8	1692	1
1221	6,307937063	22,70857343	0,312646076	1588,223497	7	-0,079478169	0,99083505	-4,544211453	8	1692	1
1222	6,616578089	23,81968112	0,16921251	1587,800768	7	-0,079478169	0,99083505	-4,544211453	8	1692	1
1223	6,598890443	23,75600559	-0,161017288	1587,369623	7	-0,079478169	0,99083505	-4,544211453	8	1692	1
1224	6,356034965	22,88172587	-0,246414336	1586,930988	8	-0,094306047	0,989471586	-5,387404965	8	1692	1
1225	6,155799534	22,16087832	-0,168486791	1586,485271	8	-0,094306047	0,989471586	-5,387404965	8	1692	1
1226	6,028822844	21,70376224	-0,08226418	1586,032422	8	-0,094306047	0,989471586	-5,387404965	8	1692	1
1227	6,003034965	21,61092587	0,051719503	1585,571985	8	-0,094306047	0,989471586	-5,387404965	8	1692	1
1228	6,121088578	22,03591888	0,135282246	1585,103158	8	-0,094306047	0,989471586	-5,387404965	8	1692	1
1229	6,273291375	22,58384895	0,22065676	1584,624838	8	-0,094306047	0,989471586	-5,387404965	8	1692	1
1230	6,567487179	23,64295385	0,332762044	1584,135682	8	-0,094306047	0,989471586	-5,387404965	8	1692	1
1231	6,926342657	24,93483357	0,422395299	1583,634153	8	-0,094306047	0,989471586	-5,387404965	8	1692	1
1232	7,352354312	26,46847552	0,299021173	1583,118577	8	-0,094306047	0,989471586	-5,387404965	8	1692	1
1233	7,483484848	26,94054545	0,016891414	1582,587184	8	-0,094306047	0,989471586	-5,387404965	8	1692	1
1234	7,436370629	26,77093427	-0,0527331	1582,038168	8	-0,094306047	0,989471586	-5,387404965	8	1692	1
1235	7,395776224	26,62479441	-0,076780109	1581,469726	8	-0,094306047	0,989471586	-5,387404965	8	1692	1
1236	7,283482517	26,22053706	-0,109932207	1580,901333	8	-0,094306047	0,989471586	-5,387404965	8	1692	1
1237	7,181741259	25,85426853	-0,119202214	1580,330986	8	-0,094306047	0,989471586	-5,387404965	8	1692	1
1238	7,043277389	25,3557986	-0,140517094	1579,75648	8	-0,094306047	0,989471586	-5,387404965	8	1692	1
1239	6,904561772	24,85642238	-0,144548951	1579,175445	8	-0,094306047	0,989471586	-5,387404965	8	1692	1
1240	6,752251748	24,30810629	-0,169176962	1578,585398	8	-0,094306047	0,989471586	-5,387404965	8	1692	1
1241	6,588123543	23,71724476	-0,105319153	1577,983786	8	-0,094306047	0,989471586	-5,387404965	8	1692	1
1242	6,541895105	23,55082238	-0,042143745	1577,368034	8	-0,094306047	0,989471586	-5,387404965	8	1692	1
1243	6,485538462	23,34793846	-0,057495338	1576,735587	8	-0,094306047	0,989471586	-5,387404965	8	1692	1
