t_s	speed_m_s	speed_km_h	acel_m_s2	Alt_api_c_f	N_intervalo_200m	Pendiente_200m	R2_200m	Grade_200m	Driver	micro_ciclo	Cluster
3229	0	0	0	1494,103991	151	-0,009987277	0,685853244	-0,572209803	19	223	2
3230	0	0	0	1494,19519	151	-0,009987277	0,685853244	-0,572209803	19	223	2
3231	0	0	0	1494,297641	151	-0,009987277	0,685853244	-0,572209803	19	223	2
3232	0	0	0	1494,411694	151	-0,009987277	0,685853244	-0,572209803	19	223	2
3233	0	0	0	1724,892528	0	-0,170123323	0,786884579	-9,654912601	2	223	2
3234	0	0	0	1726,461019	0	-0,170123323	0,786884579	-9,654912601	2	223	2
3235	0	0	0	1727,882777	0	-0,170123323	0,786884579	-9,654912601	2	223	2
3236	0	0	0	1729,161735	0	-0,170123323	0,786884579	-9,654912601	2	223	2
3237	0	0	0	1730,301822	0	-0,170123323	0,786884579	-9,654912601	2	223	2
3238	0	0	0	1731,306972	0	-0,170123323	0,786884579	-9,654912601	2	223	2
3239	0	0	0	1732,181114	0	-0,170123323	0,786884579	-9,654912601	2	223	2
3240	0	0	0	1732,928182	0	-0,170123323	0,786884579	-9,654912601	2	223	2
3241	0	0	0	1733,552105	0	-0,170123323	0,786884579	-9,654912601	2	223	2
3242	0	0	0	1734,056816	0	-0,170123323	0,786884579	-9,654912601	2	223	2
3243	0	0	0	1734,446245	0	-0,170123323	0,786884579	-9,654912601	2	223	2
3244	0	0	0	1734,724325	0	-0,170123323	0,786884579	-9,654912601	2	223	2
3245	0	0	0	1734,894986	0	-0,170123323	0,786884579	-9,654912601	2	223	2
3246	0	0	0	1734,96216	0	-0,170123323	0,786884579	-9,654912601	2	223	2
3247	0	0	0	1734,929779	0	-0,170123323	0,786884579	-9,654912601	2	223	2
3248	0	0	0	1734,801774	0	-0,170123323	0,786884579	-9,654912601	2	223	2
3249	0	0	0	1734,582076	0	-0,170123323	0,786884579	-9,654912601	2	223	2
3250	0	0	0	1734,274617	0	-0,170123323	0,786884579	-9,654912601	2	223	2
3251	0	0	0	1733,883328	0	-0,170123323	0,786884579	-9,654912601	2	223	2
3252	0	0	0	1733,412141	0	-0,170123323	0,786884579	-9,654912601	2	223	2
3253	0	0	-0,06205711	1732,864986	0	-0,170123323	0,786884579	-9,654912601	2	223	2
3254	0	0	0,445924242	1425,288122	67	-0,008550013	0,831200578	-0,489867708	1	1293	2
3255	0,845876457	3,045155245	0,773498834	1425,259885	67	-0,008550013	0,831200578	-0,489867708	1	1293	2
3256	1,415920746	5,097314685	0,576114996	1425,228484	67	-0,008550013	0,831200578	-0,489867708	1	1293	2
3257	2,045379953	7,363367832	0,645087995	1425,193507	67	-0,008550013	0,831200578	-0,489867708	1	1293	2
3258	2,682648019	9,657532867	0,605886558	1425,154535	67	-0,008550013	0,831200578	-0,489867708	1	1293	2
3259	3,238638695	11,6590993	0,503587413	1425,11115	67	-0,008550013	0,831200578	-0,489867708	1	1293	2
3260	3,691351981	13,28886713	0,394776224	1425,061879	67	-0,008550013	0,831200578	-0,489867708	1	1293	2
3261	4,071962704	14,65906573	0,450353341	1425,006686	67	-0,008550013	0,831200578	-0,489867708	1	1293	2
3262	4,611925408	16,60293147	0,58105575	1424,945499	67	-0,008550013	0,831200578	-0,489867708	1	1293	2
3263	5,198986014	18,71634965	0,567891608	1424,878222	67	-0,008550013	0,831200578	-0,489867708	1	1293	2
3264	5,734869464	20,64553007	0,515926379	1424,804735	67	-0,008550013	0,831200578	-0,489867708	1	1293	2
3265	6,240815851	22,46693706	0,516789239	1424,724905	67	-0,008550013	0,831200578	-0,489867708	1	1293	2
3266	6,755447552	24,31961119	0,464365385	1424,638586	67	-0,008550013	0,831200578	-0,489867708	1	1293	2
3267	7,16213986	25,7837035	0,383705322	1424,545633	67	-0,008550013	0,831200578	-0,489867708	1	1293	2
3268	7,533076923	27,11907692	0,339513015	1424,445898	67	-0,008550013	0,831200578	-0,489867708	1	1293	2
3269	7,857386946	28,28659301	0,335087607	1424,339243	67	-0,008550013	0,831200578	-0,489867708	1	1293	2
3270	8,243268065	29,67576503	0,470512821	1424,225541	68	-0,01329974	0,99577002	-0,761974031	1	1293	2
3271	8,822617716	31,76142378	0,676884033	1424,10468	68	-0,01329974	0,99577002	-0,761974031	1	1293	2
3272	9,608769231	34,59156923	0,945129371	1423,976573	68	-0,01329974	0,99577002	-0,761974031	1	1293	2
3273	10,65878788	38,37163636	1,019931235	1423,841158	68	-0,01329974	0,99577002	-0,761974031	1	1293	2
3274	11,59107692	41,72787692	0,908228244	1423,698404	68	-0,01329974	0,99577002	-0,761974031	1	1293	2
3275	12,44190443	44,79085594	0,702391608	1423,548315	68	-0,01329974	0,99577002	-0,761974031	1	1293	2
3276	12,9749627	46,70986573	0,412956876	1423,390936	68	-0,01329974	0,99577002	-0,761974031	1	1293	2
3277	13,30117483	47,88422937	0,269932984	1423,228466	68	-0,01329974	0,99577002	-0,761974031	1	1293	2
3278	13,50975758	48,63512727	0,09586791	1423,060301	68	-0,01329974	0,99577002	-0,761974031	1	1293	2
3279	13,4810676	48,53184336	-0,139196193	1422,885975	68	-0,01329974	0,99577002	-0,761974031	1	1293	2
3280	13,26368998	47,74928392	-0,262508353	1422,705166	68	-0,01329974	0,99577002	-0,761974031	1	1293	2
3281	13,00298834	46,81075804	-0,2269662	1422,518219	68	-0,01329974	0,99577002	-0,761974031	1	1293	2
3282	12,83522378	46,20680559	-0,095105866	1422,331145	68	-0,01329974	0,99577002	-0,761974031	1	1293	2
3283	12,7769324	45,99695664	-0,110567211	1422,143772	68	-0,01329974	0,99577002	-0,761974031	1	1293	2
3284	12,59651282	45,34744615	-0,196503497	1421,955979	68	-0,01329974	0,99577002	-0,761974031	1	1293	2
3285	12,42010723	44,71238601	-0,146086053	1421,767702	68	-0,01329974	0,99577002	-0,761974031	1	1293	2
3286	12,33866434	44,41919161	0,027615385	1421,578921	68	-0,01329974	0,99577002	-0,761974031	1	1293	2
3287	12,46717716	44,88183776	0,167370435	1421,389671	69	-0,013635775	0,999721283	-0,781223961	1	1293	2
3288	12,64168765	45,51007552	0,195962704	1421,200029	69	-0,013635775	0,999721283	-0,781223961	1	1293	2
3289	12,83584848	46,20905455	0,145920552	1421,01012	69	-0,013635775	0,999721283	-0,781223961	1	1293	2
3290	12,93648252	46,57133706	0,112493784	1420,820113	69	-0,013635775	0,999721283	-0,781223961	1	1293	2
3291	13,07448951	47,06816224	0,136154429	1420,630219	69	-0,013635775	0,999721283	-0,781223961	1	1293	2
3292	13,20089044	47,52320559	0,127824981	1420,440692	69	-0,013635775	0,999721283	-0,781223961	1	1293	2
3293	13,31725874	47,94213147	0,059345377	1420,251828	69	-0,013635775	0,999721283	-0,781223961	1	1293	2
3294	13,3447366	48,04105175	0,082499417	1420,06396	69	-0,013635775	0,999721283	-0,781223961	1	1293	2
3295	13,51311422	48,64721119	0,236151709	1419,877464	69	-0,013635775	0,999721283	-0,781223961	1	1293	2
3296	13,77774126	49,59986853	0,219171523	1419,692753	69	-0,013635775	0,999721283	-0,781223961	1	1293	2
3297	13,94747552	50,21091189	0,204033217	1419,510282	69	-0,013635775	0,999721283	-0,781223961	1	1293	2
3298	14,18956876	51,08244755	0,223803419	1419,330539	69	-0,013635775	0,999721283	-0,781223961	1	1293	2
3299	14,35933566	51,69360839	0,093365385	1419,154057	69	-0,013635775	0,999721283	-0,781223961	1	1293	2
3300	14,38698135	51,79313287	0,02207906	1418,981722	69	-0,013635775	0,999721283	-0,781223961	1	1293	2
3301	14,40639161	51,86300979	-0,044909091	1418,813536	69	-0,013635775	0,999721283	-0,781223961	1	1293	2
3302	14,3010676	51,48384336	-0,114256022	1418,649559	70	-0,007907152	0,984562589	-0,45303697	1	1293	2
3303	14,21093473	51,15936503	-0,052541958	1418,489908	70	-0,007907152	0,984562589	-0,45303697	1	1293	2
3304	14,1943986	51,09983497	-0,006261461	1418,337246	70	-0,007907152	0,984562589	-0,45303697	1	1293	2
3305	14,18354312	51,06075524	-0,017910839	1418,19175	70	-0,007907152	0,984562589	-0,45303697	1	1293	2
3306	14,15707226	50,96546014	-0,038293318	1418,0536	70	-0,007907152	0,984562589	-0,45303697	1	1293	2
3307	14,12725408	50,85811469	0,029128011	1417,922982	70	-0,007907152	0,984562589	-0,45303697	1	1293	2
3308	14,20360606	51,13298182	0,036188617	1417,800081	70	-0,007907152	0,984562589	-0,45303697	1	1293	2
3309	14,20627739	51,1425986	0,068906566	1417,685082	70	-0,007907152	0,984562589	-0,45303697	1	1293	2
3310	14,35499534	51,67798322	0,160745338	1417,578168	70	-0,007907152	0,984562589	-0,45303697	1	1293	2
3311	14,51148951	52,24136224	0,183220085	1417,479521	70	-0,007907152	0,984562589	-0,45303697	1	1293	2
3312	14,71635897	52,97889231	0,187653846	1417,389314	70	-0,007907152	0,984562589	-0,45303697	1	1293	2
3313	14,89854545	53,63476364	0,241616162	1417,307719	70	-0,007907152	0,984562589	-0,45303697	1	1293	2
3314	15,19959674	54,71854825	0,308699883	1417,2349	70	-0,007907152	0,984562589	-0,45303697	1	1293	2
3315	15,47799767	55,72079161	0,224439005	1417,171015	70	-0,007907152	0,984562589	-0,45303697	1	1293	2
3316	15,64757809	56,33128112	0,150809829	1417,116216	71	0,001218034	0,48404818	0,069788161	1	1293	2
3317	15,78912821	56,84086154	0,11485101	1417,07065	71	0,001218034	0,48404818	0,069788161	1	1293	2
3318	15,87892308	57,16412308	0,067119075	1417,034456	71	0,001218034	0,48404818	0,069788161	1	1293	2
3319	15,95054545	57,42196364	0,141810606	1417,007768	71	0,001218034	0,48404818	0,069788161	1	1293	2
3320	16,13348718	58,08055385	0,105385004	1416,995856	71	0,001218034	0,48404818	0,069788161	1	1293	2
3321	16,12391375	58,04608951	-0,07172805	1416,997876	71	0,001218034	0,48404818	0,069788161	1	1293	2
3322	16,00124942	57,6044979	-0,197618881	1417,013055	71	0,001218034	0,48404818	0,069788161	1	1293	2
3323	15,75337995	56,71216783	-0,245028361	1417,040688	71	0,001218034	0,48404818	0,069788161	1	1293	2
3324	15,54064336	55,94631608	-0,183188228	1417,080128	71	0,001218034	0,48404818	0,069788161	1	1293	2
3325	15,37940559	55,36586014	-0,16852331	1417,13079	71	0,001218034	0,48404818	0,069788161	1	1293	2
3326	15,20771329	54,74776783	-0,141351981	1417,192141	71	0,001218034	0,48404818	0,069788161	1	1293	2
3327	15,11221911	54,40398881	-0,042637335	1417,262648	71	0,001218034	0,48404818	0,069788161	1	1293	2
3328	15,09937529	54,35775105	-0,044565268	1417,342258	71	0,001218034	0,48404818	0,069788161	1	1293	2
3329	15,02434965	54,08765874	-0,02158042	1417,430919	72	0,010643539	0,993430021	0,609806862	1	1293	2
3330	15,03954079	54,14234685	-0,058350622	1417,528588	72	0,010643539	0,993430021	0,609806862	1	1293	2
3331	14,89250816	53,61302937	-0,170344017	1417,635229	72	0,010643539	0,993430021	0,609806862	1	1293	2
3332	14,74485082	53,08146294	-0,086137141	1417,750814	72	0,010643539	0,993430021	0,609806862	1	1293	2
3333	14,71095804	52,95944895	-0,04553108	1417,875327	72	0,010643539	0,993430021	0,609806862	1	1293	2
3334	14,62078555	52,63482797	-0,133522339	1418,008767	72	0,010643539	0,993430021	0,609806862	1	1293	2
3335	14,44635897	52,00689231	-0,186545649	1418,15115	72	0,010643539	0,993430021	0,609806862	1	1293	2
3336	14,23032634	51,22917483	-0,318401321	1418,302512	72	0,010643539	0,993430021	0,609806862	1	1293	2
3337	13,82583217	49,7729958	-0,388502525	1418,457919	72	0,010643539	0,993430021	0,609806862	1	1293	2
3338	13,47738695	48,51859301	-0,374033217	1418,617543	72	0,010643539	0,993430021	0,609806862	1	1293	2
3339	13,08487413	47,10554685	-0,353957848	1418,781672	72	0,010643539	0,993430021	0,609806862	1	1293	2
3340	12,79106061	46,04781818	-0,254033023	1418,950714	72	0,010643539	0,993430021	0,609806862	1	1293	2
3341	12,58271562	45,29777622	-0,150790598	1419,123952	72	0,010643539	0,993430021	0,609806862	1	1293	2
3342	12,50851515	45,03065455	0,043070513	1419,298384	72	0,010643539	0,993430021	0,609806862	1	1293	2
3343	12,63399767	45,48239161	0,11329798	1419,473679	72	0,010643539	0,993430021	0,609806862	1	1293	2
3344	12,68447086	45,6640951	-0,000527972	1419,649537	73	0,015588969	0,999973713	0,893109765	1	1293	2
3345	12,63078555	45,47082797	-0,096989122	1419,825686	73	0,015588969	0,999973713	0,893109765	1	1293	2
3346	12,48915385	44,96095385	-0,203926768	1420,001886	73	0,015588969	0,999973713	0,893109765	1	1293	2
3347	12,235331	44,04719161	-0,268819736	1420,177925	73	0,015588969	0,999973713	0,893109765	1	1293	2
3348	11,96795571	43,08464056	-0,269896465	1420,352035	73	0,015588969	0,999973713	0,893109765	1	1293	2
3349	11,6870373	42,07333427	-0,324630536	1420,524617	73	0,015588969	0,999973713	0,893109765	1	1293	2
3350	11,34156177	40,82962238	-0,303786519	1420,696033	73	0,015588969	0,999973713	0,893109765	1	1293	2
3351	11,11974592	40,03108531	-0,130308858	1420,866608	73	0,015588969	0,999973713	0,893109765	1	1293	2
3352	11,07506294	39,87022657	0,021281857	1421,036633	73	0,015588969	0,999973713	0,893109765	1	1293	2
3353	11,11875291	40,02751049	0,014673271	1421,206372	73	0,015588969	0,999973713	0,893109765	1	1293	2
3354	11,07823543	39,88164755	-0,070738539	1421,37606	73	0,015588969	0,999973713	0,893109765	1	1293	2
3355	10,96904662	39,48856783	-0,180669775	1421,54591	73	0,015588969	0,999973713	0,893109765	1	1293	2
3356	10,72627506	38,61459021	-0,259228438	1421,716114	73	0,015588969	0,999973713	0,893109765	1	1293	2
3357	10,47110723	37,69598601	-0,262955128	1421,88685	73	0,015588969	0,999973713	0,893109765	1	1293	2
3358	10,20546154	36,73966154	-0,251479215	1422,05828	73	0,015588969	0,999973713	0,893109765	1	1293	2
3359	9,958	35,8488	-0,288683178	1422,230559	73	0,015588969	0,999973713	0,893109765	1	1293	2
3360	9,639167832	34,7010042	-0,290503885	1422,401339	73	0,015588969	0,999973713	0,893109765	1	1293	2
3361	9,404955711	33,85784056	-0,164201632	1422,570806	73	0,015588969	0,999973713	0,893109765	1	1293	2
3362	9,267153846	33,36175385	-0,222548368	1422,739189	73	0,015588969	0,999973713	0,893109765	1	1293	2
3363	8,952307692	32,22830769	-0,307434149	1422,908348	74	0,014567867	0,992680475	0,834618239	1	1293	2
3364	8,688564103	31,27883077	-0,244959596	1423,076578	74	0,014567867	0,992680475	0,834618239	1	1293	2
3365	8,465447552	30,47561119	-0,193363248	1423,243298	74	0,014567867	0,992680475	0,834618239	1	1293	2
3366	8,311787879	29,92243636	-0,107503108	1423,407996	74	0,014567867	0,992680475	0,834618239	1	1293	2
3367	8,258456876	29,73044476	0,015806915	1423,570226	74	0,014567867	0,992680475	0,834618239	1	1293	2
3368	8,322675991	29,96163357	0,060087413	1423,729603	74	0,014567867	0,992680475	0,834618239	1	1293	2
3369	8,362869464	30,10633007	0,049564103	1423,885804	74	0,014567867	0,992680475	0,834618239	1	1293	2
3370	8,426039627	30,33374266	0,068625874	1424,038562	74	0,014567867	0,992680475	0,834618239	1	1293	2
3371	8,490596737	30,56614825	0,050200272	1424,187664	74	0,014567867	0,992680475	0,834618239	1	1293	2
3372	8,520983683	30,67554126	-0,00409596	1424,33295	74	0,014567867	0,992680475	0,834618239	1	1293	2
3373	8,520018648	30,67206713	0,080251554	1424,474307	74	0,014567867	0,992680475	0,834618239	1	1293	2
3374	8,710566434	31,35803916	0,273079254	1424,61167	74	0,014567867	0,992680475	0,834618239	1	1293	2
3375	9,044240093	32,55926434	0,360463481	1424,745017	74	0,014567867	0,992680475	0,834618239	1	1293	2
3376	9,437804196	33,9760951	0,489330031	1424,874363	74	0,014567867	0,992680475	0,834618239	1	1293	2
3377	10,01235897	36,04449231	0,598077312	1425,000293	74	0,014567867	0,992680475	0,834618239	1	1293	2
3378	10,58355711	38,10080559	0,509551088	1425,12271	74	0,014567867	0,992680475	0,834618239	1	1293	2
3379	11,03333566	39,72000839	0,455702797	1425,241571	74	0,014567867	0,992680475	0,834618239	1	1293	2
3380	11,49100466	41,36761678	0,401926962	1425,349167	74	0,014567867	0,992680475	0,834618239	1	1293	2
3381	11,80350583	42,49262098	0,20508042	1425,445185	74	0,014567867	0,992680475	0,834618239	1	1293	2
3382	11,92179487	42,91846154	0,082921134	1425,529408	74	0,014567867	0,992680475	0,834618239	1	1293	2
3383	12,01869231	43,26729231	0,145738928	1425,601701	74	0,014567867	0,992680475	0,834618239	1	1293	2
3384	12,21744289	43,98279441	0,205806138	1425,662011	75	-0,001211691	0,465264866	-0,069424726	1	1293	2
3385	12,41982284	44,71136224	0,208488733	1425,710354	75	-0,001211691	0,465264866	-0,069424726	1	1293	2
3386	12,6611655	45,5801958	0,33334188	1425,746809	75	-0,001211691	0,465264866	-0,069424726	1	1293	2
3387	13,06660839	47,03979021	0,385919775	1425,774008	75	-0,001211691	0,465264866	-0,069424726	1	1293	2
3388	13,39162471	48,20984895	0,277394328	1425,792091	75	-0,001211691	0,465264866	-0,069424726	1	1293	2
3389	13,63245921	49,07685315	0,24124223	1425,801193	75	-0,001211691	0,465264866	-0,069424726	1	1293	2
3390	13,85924009	49,89326434	0,151119852	1425,80144	75	-0,001211691	0,465264866	-0,069424726	1	1293	2
3391	13,91262471	50,08544895	-0,029744172	1425,792934	75	-0,001211691	0,465264866	-0,069424726	1	1293	2
3392	13,81951049	49,75023776	-0,139485625	1425,775749	75	-0,001211691	0,465264866	-0,069424726	1	1293	2
3393	13,67155245	49,21758881	-0,099778943	1425,749919	75	-0,001211691	0,465264866	-0,069424726	1	1293	2
3394	13,60448951	48,97616224	-0,135398601	1425,715431	75	-0,001211691	0,465264866	-0,069424726	1	1293	2
3395	13,3898042	48,2032951	-0,224159479	1425,672212	75	-0,001211691	0,465264866	-0,069424726	1	1293	2
3396	13,19030769	47,48510769	-0,17018007	1425,620123	75	-0,001211691	0,465264866	-0,069424726	1	1293	2
3397	13,04801166	46,97284196	-0,13752195	1425,561896	75	-0,001211691	0,465264866	-0,069424726	1	1293	2
3398	12,91231002	46,48431608	-0,117091298	1425,498162	75	-0,001211691	0,465264866	-0,069424726	1	1293	2
3399	12,81608625	46,13791049	-0,073366939	1425,429559	75	-0,001211691	0,465264866	-0,069424726	1	1293	2
3400	12,74	45,864	-0,119128205	1425,356727	76	-0,004028204	0,689044488	-0,230797867	1	1293	2
3401	12,54993473	45,17976503	-0,266688423	1425,283151	76	-0,004028204	0,689044488	-0,230797867	1	1293	2
3402	12,21263636	43,96549091	-0,385357226	1425,208946	76	-0,004028204	0,689044488	-0,230797867	1	1293	2
3403	11,79743823	42,47077762	-0,422352564	1425,134332	76	-0,004028204	0,689044488	-0,230797867	1	1293	2
3404	11,34431469	40,83953287	-0,564739122	1425,059615	76	-0,004028204	0,689044488	-0,230797867	1	1293	2
3405	10,67159207	38,41773147	-0,700833139	1424,985186	76	-0,004028204	0,689044488	-0,230797867	1	1293	2
3406	9,982736597	35,93785175	-0,679474747	1424,911507	76	-0,004028204	0,689044488	-0,230797867	1	1293	2
3407	9,314811189	33,53332028	-0,674408702	1424,839105	76	-0,004028204	0,689044488	-0,230797867	1	1293	2
3408	8,643764569	31,11755245	-0,635675796	1424,772304	76	-0,004028204	0,689044488	-0,230797867	1	1293	2
3409	8,05272028	28,98979301	-0,570927156	1424,711667	76	-0,004028204	0,689044488	-0,230797867	1	1293	2
3410	7,514118881	27,05082797	-0,473286131	1424,657728	76	-0,004028204	0,689044488	-0,230797867	1	1293	2
3411	7,128771562	25,66357762	-0,299141803	1424,610986	76	-0,004028204	0,689044488	-0,230797867	1	1293	2
3412	6,931608392	24,95379021	-0,066337607	1424,571896	76	-0,004028204	0,689044488	-0,230797867	1	1293	2
3413	6,982337995	25,13641678	0,124476496	1424,540858	76	-0,004028204	0,689044488	-0,230797867	1	1293	2
3414	7,138701632	25,69932587	0,163421523	1424,518209	76	-0,004028204	0,689044488	-0,230797867	1	1293	2
3415	7,291799534	26,25047832	0,159952603	1424,504216	76	-0,004028204	0,689044488	-0,230797867	1	1293	2
3416	7,446242424	26,80647273	0,126580225	1424,499066	76	-0,004028204	0,689044488	-0,230797867	1	1293	2
3417	7,5232331	27,08363916	0,010138695	1424,502859	76	-0,004028204	0,689044488	-0,230797867	1	1293	2
3418	7,471207459	26,89634685	-0,100116939	1424,515596	76	-0,004028204	0,689044488	-0,230797867	1	1293	2
3419	7,369855478	26,53147972	-0,046989899	1424,537178	76	-0,004028204	0,689044488	-0,230797867	1	1293	2
3420	7,420624709	26,71424895	0,142748252	1424,568864	76	-0,004028204	0,689044488	-0,230797867	1	1293	2
3421	7,682449883	27,65681958	0,425961344	1424,61079	76	-0,004028204	0,689044488	-0,230797867	1	1293	2
3422	8,258983683	29,73234126	0,679846737	1424,663015	76	-0,004028204	0,689044488	-0,230797867	1	1293	2
3423	8,965191142	32,27468811	0,651610917	1424,721771	76	-0,004028204	0,689044488	-0,230797867	1	1293	2
3424	9,524393939	34,28781818	0,528999806	1424,787012	77	0,012068984	0,996456136	0,691468288	1	1293	2
3425	9,986400932	35,95104336	0,29354934	1424,858666	77	0,012068984	0,996456136	0,691468288	1	1293	2
3426	10,08066434	36,29039161	-0,06277603	1424,936623	77	0,012068984	0,996456136	0,691468288	1	1293	2
3427	9,892762238	35,61394406	-0,289737179	1425,020738	77	0,012068984	0,996456136	0,691468288	1	1293	2
3428	9,528596737	34,30294825	-0,449144134	1425,111878	77	0,012068984	0,996456136	0,691468288	1	1293	2
3429	9,046706294	32,56814266	-0,436673854	1425,209433	77	0,012068984	0,996456136	0,691468288	1	1293	2
3430	8,701946387	31,32700699	-0,275805556	1425,312787	77	0,012068984	0,996456136	0,691468288	1	1293	2
3431	8,519645688	30,67072448	-0,033634615	1425,421308	77	0,012068984	0,996456136	0,691468288	1	1293	2
3432	8,621778555	31,0384028	0,170472611	1425,534342	77	0,012068984	0,996456136	0,691468288	1	1293	2
3433	8,808979021	31,71232448	0,174482323	1425,651206	77	0,012068984	0,996456136	0,691468288	1	1293	2
3434	8,970941725	32,29539021	0,209130342	1425,771181	77	0,012068984	0,996456136	0,691468288	1	1293	2
3435	9,21916317	33,18898741	0,218161228	1425,893506	77	0,012068984	0,996456136	0,691468288	1	1293	2
3436	9,393687646	33,81727552	0,167764763	1426,017371	77	0,012068984	0,996456136	0,691468288	1	1293	2
3437	9,573011655	34,46284196	0,206191725	1426,140661	77	0,012068984	0,996456136	0,691468288	1	1293	2
3438	9,788552448	35,23878881	0,169019425	1426,262467	77	0,012068984	0,996456136	0,691468288	1	1293	2
3439	9,903780886	35,65361119	0,106567988	1426,381834	77	0,012068984	0,996456136	0,691468288	1	1293	2
3440	10,01160839	36,04179021	0,089864802	1426,501438	77	0,012068984	0,996456136	0,691468288	1	1293	2
3441	10,07864336	36,28311608	0,052485237	1426,621378	77	0,012068984	0,996456136	0,691468288	1	1293	2
3442	10,10907459	36,39266853	-0,017312743	1426,741816	77	0,012068984	0,996456136	0,691468288	1	1293	2
3443	10,05368765	36,19327552	-0,042925796	1426,862978	77	0,012068984	0,996456136	0,691468288	1	1293	2
3444	10,01971562	36,07097622	-0,091812937	1426,985152	77	0,012068984	0,996456136	0,691468288	1	1293	2
3445	9,878881119	35,56397203	-0,113867521	1427,108687	78	0,014899301	0,999613716	0,853603896	1	1293	2
3446	9,812377622	35,32455944	-0,060864413	1427,233999	78	0,014899301	0,999613716	0,853603896	1	1293	2
3447	9,761393939	35,14101818	0,001837218	1427,360088	78	0,014899301	0,999613716	0,853603896	1	1293	2
3448	9,810191142	35,31668811	0,047836247	1427,487026	78	0,014899301	0,999613716	0,853603896	1	1293	2
3449	9,839342657	35,42163357	0,02816589	1427,614897	78	0,014899301	0,999613716	0,853603896	1	1293	2
3450	9,861932401	35,50295664	0,001174242	1427,743792	78	0,014899301	0,999613716	0,853603896	1	1293	2
3451	9,837333333	35,4144	-0,038229604	1427,873813	78	0,014899301	0,999613716	0,853603896	1	1293	2
3452	9,780025641	35,20809231	-0,101175408	1428,005066	78	0,014899301	0,999613716	0,853603896	1	1293	2
3453	9,642843823	34,71423776	-0,129087801	1428,137664	78	0,014899301	0,999613716	0,853603896	1	1293	2
3454	9,520121212	34,27243636	-0,175777972	1428,271722	78	0,014899301	0,999613716	0,853603896	1	1293	2
3455	9,307151515	33,50574545	-0,165606255	1428,407358	78	0,014899301	0,999613716	0,853603896	1	1293	2
3456	9,203822844	33,13376224	-0,104458042	1428,54469	78	0,014899301	0,999613716	0,853603896	1	1293	2
3457	9,099731935	32,75903497	-0,039004079	1428,683836	78	0,014899301	0,999613716	0,853603896	1	1293	2
3458	9,114261072	32,81133986	-0,001777195	1428,824914	78	0,014899301	0,999613716	0,853603896	1	1293	2
3459	9,058706294	32,61134266	-0,108594406	1428,968038	78	0,014899301	0,999613716	0,853603896	1	1293	2
3460	8,896944056	32,0289986	-0,199466977	1429,11332	78	0,014899301	0,999613716	0,853603896	1	1293	2
3461	8,664328671	31,19158322	-0,2835777	1429,255877	78	0,014899301	0,999613716	0,853603896	1	1293	2
3462	8,352843823	30,07023776	-0,290509324	1429,395894	78	0,014899301	0,999613716	0,853603896	1	1293	2
3463	8,10883683	29,19181259	-0,213910256	1429,533637	78	0,014899301	0,999613716	0,853603896	1	1293	2
3464	7,939121212	28,58083636	-0,097379176	1429,671036	78	0,014899301	0,999613716	0,853603896	1	1293	2
3465	7,921470862	28,5172951	0,045865773	1429,807953	78	0,014899301	0,999613716	0,853603896	1	1293	2
3466	8,0224662	28,88087832	0,158573621	1429,944397	78	0,014899301	0,999613716	0,853603896	1	1293	2
3467	8,225207459	29,61074685	0,235806721	1430,080515	78	0,014899301	0,999613716	0,853603896	1	1293	2
3468	8,466130536	30,47806993	0,223456099	1430,214379	79	0,011185586	0,983356954	0,640860152	1	1293	2
3469	8,641104895	31,10797762	0,102010878	1430,345699	79	0,011185586	0,983356954	0,640860152	1	1293	2
3470	8,668172494	31,20542098	-0,021328477	1430,474236	79	0,011185586	0,983356954	0,640860152	1	1293	2
3471	8,617412587	31,02268531	-0,078711538	1430,599789	79	0,011185586	0,983356954	0,640860152	1	1293	2
3472	8,5325338	30,71712168	-0,059713481	1430,722193	79	0,011185586	0,983356954	0,640860152	1	1293	2
3473	8,5005338	30,60192168	-0,027108974	1430,841305	79	0,011185586	0,983356954	0,640860152	1	1293	2
3474	8,449703963	30,41893427	-0,107668221	1430,956997	79	0,011185586	0,983356954	0,640860152	1	1293	2
3475	8,280081585	29,80829371	-0,216162393	1431,069153	79	0,011185586	0,983356954	0,640860152	1	1293	2
3476	8,060934732	29,01936503	-0,156640249	1431,177655	79	0,011185586	0,983356954	0,640860152	1	1293	2
3477	7,984328671	28,74358322	-0,050182207	1431,282376	79	0,011185586	0,983356954	0,640860152	1	1293	2
3478	7,963363636	28,66810909	0,060694639	1431,383176	79	0,011185586	0,983356954	0,640860152	1	1293	2
3479	8,101699301	29,16611748	0,160314491	1431,479886	79	0,011185586	0,983356954	0,640860152	1	1293	2
3480	8,271564103	29,77763077	0,212515734	1431,572307	79	0,011185586	0,983356954	0,640860152	1	1293	2
3481	8,526158508	30,69417063	0,283645493	1431,660197	79	0,011185586	0,983356954	0,640860152	1	1293	2
3482	8,808848485	31,71185455	0,251696581	1431,743264	79	0,011185586	0,983356954	0,640860152	1	1293	2
3483	8,996228438	32,38642238	0,119837995	1431,823371	79	0,011185586	0,983356954	0,640860152	1	1293	2
3484	9,011764569	32,44235245	-0,13823582	1431,9008	79	0,011185586	0,983356954	0,640860152	1	1293	2
3485	8,711431235	31,36115245	-0,432471057	1431,975839	79	0,011185586	0,983356954	0,640860152	1	1293	2
