micro_ciclo;Driver;Speed_mean;Speed_max;Acel_pos_mean;Acel_pos_max;Acel_neg_mean;Acel_neg_max;Duration;Distance;time_ralenti;time_mov;Pend160_pos_max;Pend160_neg_mean;Pend160_neg_max;time_Pend160_pos;time_Pend160_neg;Pend200_pos_mean;Pend200_pos_max;Pend200_neg_mean;Pend200_neg_max;time_Pend200_pos;time_Pend200_neg;Social_stratum;Driver_age;PC1;PC2;PC3;PC4;Cluster
1;8;7.053931828;18.61637203;0.290440171;0.654120047;-0.309901092;-0.96727195;34;68.57989277;38.23529412;64.70588235;0;-0.071299718;-0.071299718;0;102.9411765;0;0;-0.076520129;-0.076520129;0;102.9411765;2;44;-1.422179309;-1.596445096;0.004848844;-0.257478112;1
2;8;8.211782937;23.51067692;0.851527632;1.300938811;-0.398131839;-1.083168026;24;57.0262704;45.83333333;58.33333333;0;-0.071299718;-0.071299718;0;104.1666667;0;0;-0.076520129;-0.076520129;0;104.1666667;2;44;-0.390359062;-1.862065037;1.5429403;0.661113109;1
3;8;21.71960628;36.71838042;0.264347174;1.33453244;-0.297658391;-0.871305556;150;911.016819;4.666666667;96;0;-0.044009803;-0.085550091;0;100.6666667;0;0;-0.052418163;-0.098565471;0;100.6666667;2;44;0.729899223;-1.665256158;-0.488006821;-0.715037856;1
4;8;17.95915101;34.67186853;0.259972618;0.917230381;-0.266956445;-1.233498252;457;2284.8031;2.188183807;98.03063457;0.026092486;-0.100392106;-0.233717829;6.126914661;94.09190372;0.011810842;0.011810842;-0.102168226;-0.201321679;7.877461707;92.34135667;2;44;1.320853132;-1.783771174;-2.139106031;-0.970118652;2
5;8;1.263694769;11.10092308;0.52859965;0.913067211;-0.072290987;-0.890636558;49;17.55131624;83.67346939;18.36734694;0;-0.054016043;-0.054016043;0;102.0408163;0;0;-0.060762048;-0.060762048;0;102.0408163;2;44;-2.847884849;-1.479174052;0.539083509;-0.42552769;1
6;8;14.95140963;27.07257063;0.352859212;0.779624126;-0.44147062;-1.147198329;71;299.0281927;9.85915493;91.54929577;0.035331242;-0.102426316;-0.123360488;26.76056338;74.64788732;0.028687283;0.028687283;-0.073756366;-0.079242856;11.26760563;90.14084507;2;44;0.231864445;-1.140529518;-0.121792313;0.205008856;2
7;8;15.00080144;29.38315804;0.391994749;0.938107032;-0.282632176;-0.654432401;73;308.3498073;6.849315068;94.52054795;0.035331242;-0.017802031;-0.017802031;73.97260274;27.39726027;0.028687283;0.028687283;-0.024051839;-0.024051839;57.53424658;43.83561644;2;44;-0.007017054;0.338622943;-0.08331186;-0.090914744;3
8;8;11.62940179;21.75395245;0.223826463;0.936068959;-0.207537329;-0.518070124;78;255.2007615;15.38461538;85.8974359;0.02144777;-0.017802031;-0.017802031;57.69230769;43.58974359;0.020690316;0.020690316;-0.024051839;-0.024051839;62.82051282;38.46153846;2;44;-0.797805922;0.487349289;-0.450454882;-0.41687658;3
9;8;32.04024334;52.83950769;0.259705083;1.005130342;-0.196580202;-1.021359169;289;2581.019602;16.9550173;83.39100346;0.240855936;-0.015031771;-0.029205718;71.28027682;29.06574394;0.079017803;0.229619764;-0.018827314;-0.027271278;76.47058824;23.87543253;2;44;1.613861483;1.725824053;-2.12291449;-0.524715175;3
10;8;2.678188938;13.58645035;0.486154307;0.773221251;-0.107546787;-0.499410062;43;32.73342036;67.44186047;34.88372093;0.240855936;0;0;102.3255814;0;0.229619764;0.229619764;0;0;102.3255814;0;2;44;-2.170504162;3.599899167;-1.146971078;1.633160545;3
11;8;1.46487972;3.583577622;0.219802331;0.452620629;-0.162185703;-0.53049359;11;4.882932401;54.54545455;54.54545455;0.240855936;0;0;109.0909091;0;0.229619764;0.229619764;0;0;109.0909091;0;2;44;-2.372791098;3.778691217;-1.697119239;1.503107681;3
12;8;10.06377321;17.16041958;0.351396284;0.902071678;-0.410845409;-0.751570319;25;72.68280653;16;88;0.240855936;0;0;104;0;0.213222701;0.229619764;0;0;104;0;2;44;-0.082218029;3.409667231;-1.061438544;1.924484609;3
13;8;20.66288027;34.60273007;0.236115019;1.405110917;-0.246169672;-0.991171911;150;866.6930334;1.333333333;99.33333333;0.078155975;-0.043363201;-0.055556062;66;34.66666667;0.046171808;0.069585839;-0.059514488;-0.074766897;58;42.66666667;2;44;0.941062932;0.306376874;-0.975030777;0.017449237;3
14;8;2.688794213;9.886338462;0.256139439;0.672422883;-0.178128297;-0.859458819;28;21.65973116;50;53.57142857;0;-0.013287477;-0.013287477;0;103.5714286;0;0;-0.013757261;-0.013757261;0;103.5714286;2;44;-2.287870104;-1.154858484;0.23466192;-0.911415118;1
15;8;10.13443296;21.05296783;0.36928034;0.954725136;-0.478238131;-1.173757576;45;129.4955322;8.888888889;93.33333333;0;-0.011704326;-0.013287477;0;102.2222222;0;0;-0.014981085;-0.025016438;0;102.2222222;2;44;0.082775509;-1.371009933;0.725264978;-0.291547865;1
16;8;1.297356859;3.40914965;0.210407459;0.444601593;-0.135483877;-0.496293512;12;4.684899767;58.33333333;50;0;-0.009003658;-0.009003658;0;108.3333333;0;0;-0.025016438;-0.025016438;0;108.3333333;2;44;-3.102334501;-1.195170785;-0.099459619;-0.986558242;1
17;8;1.619307725;8.115658741;0.342658508;0.754889666;-0.066164665;-0.551525447;42;19.34173116;73.80952381;28.57142857;0;-0.009003658;-0.009003658;0;102.3809524;0;0;-0.025016438;-0.025016438;0;102.3809524;2;44;-3.151900616;-1.174566906;0.201382054;-0.965290861;1
18;8;3.224822307;15.81443916;0.252886418;0.614722611;-0.074493902;-0.660039239;78;70.76693395;65.38461538;35.8974359;0;-0.009003658;-0.009003658;0;101.2820513;0;0;-0.025016438;-0.025016438;0;101.2820513;2;44;-2.792622075;-1.150835977;-0.119448139;-1.179389726;1
19;8;7.224361602;14.33438601;0.254289379;0.621250583;-0.17598839;-0.534408314;43;88.29775291;30.23255814;72.09302326;0.002893712;-0.009003658;-0.009003658;76.74418605;25.58139535;0;0;-0.025016438;-0.025016438;0;102.3255814;2;44;-1.83806915;-1.200325267;-0.117064371;-0.924166137;1
20;8;0.550967832;2.329779021;0.257069736;0.3782162;-0.059420253;-0.371864802;15;2.448745921;80;26.66666667;0.002893712;0;0;106.6666667;0;0;0;-0.025016438;-0.025016438;0;106.6666667;2;44;-3.865155223;-1.141928485;-0.074953925;-1.108999641;1
21;8;9.651176201;27.04928392;0.299105623;1.050177545;-0.187797011;-0.793011849;121;327.0676379;19.83471074;80.99173554;0.002893712;-0.015727938;-0.015727938;76.85950413;23.96694215;0;0;-0.00726202;-0.025016438;0;100.8264463;2;44;-0.657164097;-1.225116644;-0.004791526;-1.059937248;1
22;8;12.86649109;28.40932028;0.479727414;0.981686869;-0.290356311;-0.850675019;105;378.8466822;23.80952381;77.14285714;0.002468205;-0.018238138;-0.026335911;26.66666667;74.28571429;0;0;-0.016975935;-0.028429649;0;100.952381;2;44;-0.331927422;-1.346452107;0.458136597;-0.676576544;1
23;8;13.77337637;35.15741538;0.286308932;1.064883644;-0.167509444;-1.067306527;148;570.0647444;33.78378378;66.89189189;0;-0.054389506;-0.099036564;0;100.6756757;0;0;-0.050416294;-0.08622571;0;100.6756757;2;44;-0.495330125;-1.561153644;-0.36568848;-0.870273752;1
24;8;16.73791789;30.69081399;0.516038881;1.449809635;-0.378176813;-0.880402681;44;209.2239736;13.63636364;88.63636364;0.049429886;-0.099036564;-0.099036564;54.54545455;47.72727273;0.038127233;0.038127233;-0.08622571;-0.08622571;47.72727273;54.54545455;2;44;0.564705501;-0.313912878;0.192963953;0.851426669;2
25;8;31.2913005;53.27678601;0.40409944;0.862017871;-0.727740627;-1.514287685;56;495.4455913;1.785714286;100;0.049429886;-0.022363201;-0.024082946;55.35714286;46.42857143;0.02544392;0.038127233;-0.025219867;-0.025219867;75;26.78571429;2;44;2.306863752;0.529243194;0.596454104;0.521032908;2
26;8;29.96851589;56.1700028;0.266792478;1.019820319;-0.236237706;-1.103666667;482;4020.775882;9.751037344;90.45643154;0.037735051;-0.016746212;-0.027394617;36.92946058;63.2780083;0.015298183;0.033184966;-0.014251221;-0.025276524;48.75518672;51.45228216;2;44;2.174994809;0.022833425;-1.873144368;-2.192357007;2
27;8;23.9280906;41.85353287;0.290082603;1.182303613;-0.199264992;-1.285651709;112;751.0761772;26.78571429;74.10714286;0.101215468;-0.011778522;-0.023637328;66.96428571;33.92857143;0.053543044;0.087473429;-0.011533278;-0.011533278;83.92857143;16.96428571;2;44;0.592518006;1.354631644;-0.480140866;-0.161340399;3
28;8;23.92774038;55.08201399;0.405151251;1.57398582;-0.245948038;-1.306025641;102;684.5992385;41.17647059;59.80392157;0.10184826;-0.013039647;-0.013039647;89.21568627;11.76470588;0.049772427;0.087473429;-0.011931155;-0.011931155;86.2745098;14.70588235;2;44;0.887980835;1.294170724;0.071365244;0.072087797;3
29;8;35.22781208;47.34651189;0.388506674;1.592630342;-0.438072819;-1.493495726;99;978.5503357;4.04040404;96.96969697;0.10184826;-0.052980174;-0.052980174;86.86868687;14.14141414;0.041912097;0.065736081;0;0;101.010101;0;2;44;2.436394488;1.519195061;0.220984209;0.203016682;2
30;8;18.45194;31.84757203;0.281117367;1.108739899;-0.301453361;-0.857340715;148;763.7052945;5.405405405;95.27027027;0.154251379;-0.052980174;-0.052980174;85.81081081;14.86486486;0.068645054;0.144406923;0;0;100.6756757;0;2;44;0.739012699;2.141201083;-0.857846104;0.193705399;3
31;8;10.99525357;30.48918881;0.278574272;1.18967735;-0.168752555;-0.628784771;126;387.8881119;30.95238095;69.84126984;0.115968605;0;0;100.7936508;0;0.102364924;0.144406923;0;0;100.7936508;0;2;44;-0.491017257;2.432296415;-0.943226979;0.320250546;3
32;8;19.94335018;37.91033287;0.301480468;1.047345571;-0.395844262;-1.287254274;346;1922.317364;3.179190751;97.10982659;0.17741791;-0.004245102;-0.004245102;93.35260116;6.936416185;0.069853446;0.192343021;-0.006785997;-0.006785997;92.48554913;7.803468208;2;44;1.875803607;1.993229195;-1.477439749;-0.165246958;3
33;8;1.927405594;5.874041958;0.158771222;0.471108392;-0.068515339;-0.546430264;39;21.41561772;58.97435897;43.58974359;0.000185227;0;0;102.5641026;0;7.97E-06;7.97E-06;0;0;102.5641026;0;2;44;-2.965888048;1.528358452;-0.289745502;-0.721483199;3
34;8;0.224906357;3.969088112;0.245517172;0.570241064;-0.014840865;-0.52373174;87;5.497710956;94.25287356;6.896551724;0.000185227;0;0;101.1494253;0;7.97E-06;7.97E-06;0;0;101.1494253;0;2;44;-3.773277029;1.515494581;-0.111995926;-0.856214707;3
35;8;2.250244848;5.879538462;0.292524119;0.611632284;-0.192295196;-0.474761849;14;9.376020202;50;57.14285714;0.000185227;0;0;107.1428571;0;7.97E-06;7.97E-06;0;0;107.1428571;0;2;44;-2.381985143;1.505239533;0.170396399;-0.278687021;3
36;8;2.519141752;20.05876364;0.722067769;1.195998057;-0.134679338;-1.214015734;50;35.68784149;80;22;0.000185227;0;0;102;0;7.97E-06;7.97E-06;0;0;102;0;2;44;-1.70992982;1.220290488;1.435133109;0.147625495;3
37;8;2.115638539;7.33732028;0.190312534;0.539586247;-0.107927401;-0.489297591;35;21.15638539;48.57142857;54.28571429;0.000185227;0;0;102.8571429;0;7.97E-06;7.97E-06;0;0;102.8571429;0;2;44;-2.600705689;1.505180476;-0.205279175;-0.593304856;3
38;8;0.749024422;3.934732867;0.241379798;0.580874709;-0.056484996;-0.473983683;25;5.409620824;80;24;0.000185227;-0.190538774;-0.190538774;52;52;7.97E-06;7.97E-06;-0.164218089;-0.164218089;52;52;2;44;-3.579317028;-0.71166103;-0.970537582;0.309510741;1
39;8;0.399451189;2.130822378;0.231497993;0.346062743;-0.04419625;-0.338947358;19;2.219173271;84.21052632;21.05263158;0;-0.190538774;-0.190538774;0;105.2631579;0;0;-0.164218089;-0.164218089;0;105.2631579;2;44;-4.078224058;-1.944038791;-1.0354182;-0.109707301;1
40;8;1.704893107;8.328142657;0.417010619;0.809332556;-0.112032131;-0.652470668;27;13.26027972;74.07407407;29.62962963;0;-0.190538774;-0.190538774;0;103.7037037;0;0;-0.164218089;-0.164218089;0;103.7037037;2;44;-2.940024394;-2.073671255;-0.387058654;0.315868628;1
41;8;2.885237889;5.807404196;0.345071717;0.698463092;-0.28568198;-0.696947941;10;8.816004662;40;70;0;-0.190538774;-0.190538774;0;110;0;0;-0.164218089;-0.164218089;0;110;2;44;-1.938147973;-2.178853107;-0.455605636;0.55301647;1
42;8;3.751765385;10.15106014;0.426900294;0.68299359;-0.338612406;-0.812306915;15;16.67451282;46.66666667;60;0;-0.190538774;-0.190538774;0;106.6666667;0;0;-0.164218089;-0.164218089;0;106.6666667;2;44;-1.794329003;-2.184556768;-0.180646766;0.687138764;1
43;8;18.82510068;36.98901818;0.283704364;1.877103341;-0.302861562;-1.226245144;578;3027.703692;4.325259516;95.84775087;0;-0.088748005;-0.274315894;0;100.1730104;0.008315537;0.008315537;-0.094469752;-0.187693689;6.574394464;93.59861592;2;44;2.295635017;-1.889198431;-2.034508332;-1.253379742;2
44;8;13.93989165;29.42759161;0.322938822;0.98649087;-0.36296512;-0.769092657;67;263.3090645;10.44776119;91.04477612;0;-0.066791863;-0.121780738;0;101.4925373;0;0;-0.035220704;-0.041013294;0;101.4925373;2;44;-0.117534586;-1.421913226;0.171793601;-0.534065007;1
45;8;11.2737236;25.97666014;0.465869355;0.961673271;-0.276600363;-0.634987762;42;134.6583652;21.42857143;80.95238095;0.052710814;-0.075149622;-0.075149622;66.66666667;35.71428571;0.021877397;0.021877397;-0.041013294;-0.041013294;47.61904762;54.76190476;2;44;-0.561797801;-0.082560875;0.200730674;0.106639173;3
46;8;9.11951366;17.8120028;0.626939491;1.010282246;-0.711854118;-1.075258353;14;37.99797358;21.42857143;85.71428571;0.052710814;0;0;107.1428571;0;0.021877397;0.021877397;0;0;107.1428571;0;2;44;0.499605375;1.380260646;1.493896005;1.110128799;2
47;8;3.022463403;10.29897063;0.29780404;0.586437063;-0.148265307;-0.970747863;29;25.18719503;58.62068966;44.82758621;0.052710814;0;0;103.4482759;0;0.021877397;0.021877397;0;0;103.4482759;0;2;44;-2.226709219;1.639801818;0.11307142;-0.184508286;3
48;8;29.19580833;60.24618462;0.257814377;0.903706099;-0.262122955;-1.008609557;368;2992.570354;2.989130435;97.2826087;0.052710814;-0.015507537;-0.027880086;62.22826087;38.04347826;0.032216887;0.103920921;-0.01239221;-0.028271202;55.43478261;44.83695652;2;44;2.032103898;0.522754261;-1.774815935;-1.426084278;2
49;8;8.334693946;14.43594965;0.267935692;0.769545455;-0.284200512;-0.717670163;34;81.0317467;23.52941176;79.41176471;0.022228045;0;0;102.9411765;0;0.103920921;0.103920921;0;0;102.9411765;0;2;44;-0.905610578;2.372099179;-0.581391057;0.652451487;3
50;8;1.723421538;5.29053986;0.326537451;0.690855089;-0.165747572;-0.75362704;14;7.180923077;64.28571429;42.85714286;0.007310222;0;0;107.1428571;0;0.103920921;0.103920921;0;0;107.1428571;0;2;44;-2.374710495;2.479902634;-0.375144178;0.614686185;3
51;8;3.219014818;20.95094266;0.460378459;1.09119561;-0.090694656;-1.066900932;78;70.63949184;78.20512821;23.07692308;0.007310222;0;0;101.2820513;0;0.103920921;0.103920921;0;0;101.2820513;0;2;44;-1.891998186;2.312553972;-0.059417129;0.52091578;3
52;8;18.56225752;36.86019021;0.292567696;1.136101204;-0.197263284;-0.805499029;138;716.7093877;17.39130435;83.33333333;0.070041519;-0.018264297;-0.033446876;59.42028986;41.30434783;0.052430744;0.103920921;-0.048932067;-0.048932067;70.28985507;30.43478261;2;44;0.242174236;0.899570773;-0.970249924;0.040482514;3
53;8;12.86190198;23.78205315;0.310319202;0.887891803;-0.338268886;-0.987268065;45;164.3465253;22.22222222;80;0;-0.005716209;-0.012977295;0;102.2222222;0;0;-0.03446436;-0.048932067;0;102.2222222;2;44;-0.533464649;-1.434747525;0.24868013;-0.488990634;1
54;8;12.85623197;24.42116643;0.353468952;0.925624903;-0.26471447;-0.759145299;55;199.9858306;20;81.81818182;0;-0.019467488;-0.027515328;0;101.8181818;0;0;-0.015531501;-0.021052578;0;101.8181818;2;44;-0.660297524;-1.27402524;0.291670666;-0.753002899;1
55;8;2.032933639;10.9207972;0.222367079;0.711333916;-0.034436201;-0.415662199;133;75.67030769;69.92481203;30.82706767;0;-0.027515328;-0.027515328;0;100.7518797;0;0;-0.021052578;-0.021052578;0;100.7518797;2;44;-3.117547858;-1.080433539;-0.357961891;-1.423903758;1
56;8;1.874308527;11.99361399;0.431812427;0.622823427;-0.070293952;-0.584522145;56;29.67655167;76.78571429;25;0;-0.027515328;-0.027515328;0;101.7857143;0;0;-0.021052578;-0.021052578;0;101.7857143;2;44;-3.101057561;-1.164954785;0.347261326;-0.956492796;1
57;8;3.0938997;7.14161958;0.299964202;0.491725719;-0.302322233;-0.657635004;13;12.03183217;38.46153846;69.23076923;0;-0.01331764;-0.027515328;0;107.6923077;0;0;-0.021052578;-0.021052578;0;107.6923077;2;44;-2.041998326;-1.260764965;0.284027473;-0.638958328;1
58;8;11.19340051;31.23373427;0.443032326;0.938938617;-0.27496036;-1.015727467;93;292.2721243;29.03225806;72.04301075;0;-0.010887472;-0.01512907;0;101.0752688;0.000190607;0.000190607;-0.01768705;-0.021052578;41.93548387;59.13978495;2;44;-0.381320047;-0.306056996;0.447730125;-0.441363773;1
59;8;4.11771326;8.936651748;0.21579188;0.654070513;-0.193489226;-0.676266706;52;60.62188967;7.692307692;94.23076923;0.000501662;-0.01512907;-0.01512907;63.46153846;38.46153846;0.000190607;0.000190607;0;0;101.9230769;0;2;44;-1.183131392;1.418838819;-0.180362564;-0.365077862;3
60;8;2.311042321;8.833183217;0.374202575;0.911663753;-0.129080206;-0.619110334;26;17.3328174;65.38461538;38.46153846;0.000501662;0;0;103.8461538;0;0.000190607;0.000190607;0;0;103.8461538;0;2;44;-2.461265099;1.424576223;0.447284641;-0.276744202;3
61;8;1.132560966;4.681376224;0.27693951;0.54622533;-0.083189428;-0.547442113;21;6.921205905;71.42857143;33.33333333;0.000501662;0;0;104.7619048;0;0.000190607;0.000190607;0;0;104.7619048;0;2;44;-3.135589959;1.5215928;0.085243139;-0.511352067;3
62;8;4.706146174;7.831023776;0.25406854;0.744123932;-0.14916687;-0.747511072;34;45.75419891;26.47058824;76.47058824;0.000501662;0;0;102.9411765;0;0.000190607;0.000190607;0;0;102.9411765;0;2;44;-1.580758196;1.42581573;0.012172736;-0.35361361;3
63;8;1.386323193;2.735597203;0.221508256;0.444139277;-0.444346639;-0.452394911;5;2.310538656;60;60;0.000501662;0;0;120;0;0.000190607;0.000190607;0;0;120;0;2;44;-2.3232438;1.651134153;0.313525703;-0.00394483;3
64;8;4.81444465;11.20257063;0.208689337;0.669014375;-0.172899867;-0.375050117;52;70.87932401;21.15384615;80.76923077;0.000501662;-0.061654813;-0.061654813;53.84615385;48.07692308;0.000190607;0.000190607;-0.061873259;-0.061873259;34.61538462;67.30769231;2;44;-1.799070755;-0.551246486;-0.562780619;-0.445362536;3
65;8;3.801838017;5.923502098;0.284822067;0.602027584;-0.286794289;-0.484606255;10;11.61672727;10;100;0;-0.061654813;-0.061654813;0;110;0;0;-0.061873259;-0.061873259;0;110;2;44;-1.447255645;-1.537107253;-0.158201587;-0.284096997;1
66;8;4.163124034;8.004167832;0.260430628;0.544309052;-0.215238539;-0.561800117;18;21.97204351;22.22222222;83.33333333;0;-0.061654813;-0.061654813;0;105.5555556;0;0;-0.061873259;-0.061873259;0;105.5555556;2;44;-1.837164313;-1.457862133;-0.257907883;-0.462140244;1
67;8;4.623912192;9.790716084;0.255176606;0.666348096;-0.277870559;-0.726774281;22;29.54166123;27.27272727;77.27272727;0;-0.061654813;-0.061654813;0;104.5454545;0;0;-0.061873259;-0.061873259;0;104.5454545;2;44;-1.63369118;-1.482068821;-0.084254326;-0.375458226;1
68;6;3.953476177;7.481865734;0.222926715;0.632980186;-0.129179773;-0.393268454;29;32.94563481;24.13793103;79.31034483;0.124653581;-0.061654813;-0.061654813;24.13793103;79.31034483;0.062101093;0.062101093;-0.061873259;-0.061873259;24.13793103;79.31034483;2;41;-1.988659619;-0.213424781;-0.958493707;0.026302753;3
69;1;14.91434718;27.14059301;0.23827207;0.921834305;-0.234590888;-1.027944833;110;459.8590381;1.818181818;99.09090909;0.124653581;-0.081167566;-0.121866757;40.90909091;60;0.062101093;0.062101093;-0.062713379;-0.107004628;50;50.90909091;2;35;0.210055629;0.152504281;-1.090478983;0.294726134;3
70;1;15.29895497;34.54797483;0.561355186;1.434734266;-0.263677827;-0.797133838;74;318.7282284;29.72972973;71.62162162;0.026202263;-0.057396787;-0.06388749;63.51351351;37.83783784;0.024541346;0.024541346;-0.107004628;-0.107004628;71.62162162;29.72972973;2;35;0.085493771;0.045409046;0.031577446;0.821655112;2
71;1;59.8642698;108.6555273;0.317684827;1.434526612;-0.300688846;-1.475435897;798;13286.5421;0.125313283;100;0.083468661;-0.024166319;-0.106294643;52.13032581;47.99498747;0.024080043;0.081226349;-0.02452523;-0.102838174;52.50626566;47.61904762;2;35;6.663152016;-0.196200066;-4.498967545;-4.168475847;4
72;1;55.03378284;77.5337035;0.26681349;1.222337413;-0.296964291;-1.541712704;209;3210.303999;0.956937799;99.5215311;0.099438951;-0.011502748;-0.014079269;73.68421053;26.79425837;0.021724808;0.094646482;-0.011599934;-0.013947407;73.20574163;27.27272727;2;35;3.540199812;0.741634465;-1.145013757;-1.217069983;2
73;1;11.18989941;23.96311888;0.689237665;1.383116356;-0.162707829;-0.605678127;51;161.6318803;31.37254902;70.58823529;0.099438951;-0.082233091;-0.082233091;21.56862745;80.39215686;0.094646482;0.094646482;-0.036199014;-0.036199014;21.56862745;80.39215686;2;35;-0.515909972;-0.045010587;0.1871419;0.668183716;3
74;1;1.259515951;4.816808392;0.294898291;0.662956682;-0.090868298;-0.534258159;20;7.347176379;70;35;0;-0.082233091;-0.082233091;0;105;0;0;-0.036199014;-0.036199014;0;105;2;35;-3.213937097;-1.253647685;0.065807753;-0.855180775;1
75;1;30.24930763;60.94387133;0.258582305;1.345806527;-0.255455646;-1.007774476;492;4142.474628;2.032520325;98.17073171;0.133498454;-0.041339798;-0.094822808;42.68292683;57.5203252;0.041930853;0.137960777;-0.036188102;-0.086387741;51.42276423;48.7804878;2;35;2.753110902;0.31096738;-2.533680383;-1.424109523;4
76;1;12.21430126;24.73294825;0.359356427;0.90396892;-0.275569496;-0.838752914;59;203.5716876;23.72881356;77.96610169;0.006466252;-0.000525311;-0.000525311;81.3559322;20.33898305;0.00594056;0.006032976;0;0;101.6949153;0;2;35;-0.485243057;1.349234923;0.288839199;-0.17037444;3
77;1;25.70921879;50.38002797;0.374923913;0.982522339;-0.576105873;-1.112875874;70;507.0429262;4.285714286;97.14285714;0.067860759;0;0;101.4285714;0;0.037264226;0.052116886;0;0;101.4285714;0;2;35;1.663457508;1.523922409;0.310844837;0.361829654;3
78;1;7.970244266;22.99982937;0.341783613;1.14195843;-0.154950011;-1.090512238;79;177.1165392;53.16455696;48.10126582;0.051481624;0;0;101.2658228;0;0.022606912;0.052116886;0;0;101.2658228;0;2;35;-1.157052691;1.611994901;0.164421499;-0.133260571;3
79;1;19.96485751;38.77933427;0.258310335;0.709355672;-0.181048091;-0.789557887;135;754.2279503;19.25925926;81.48148148;0.222059389;-0.004015212;-0.004015212;87.40740741;13.33333333;0.074231046;0.151259341;0;0;100.7407407;0;2;35;0.066306752;2.26753671;-1.177672555;-0.063986084;3
80;3;5.945473036;16.38230769;0.320126561;0.875521173;-0.115896098;-0.915477855;153;254.3341243;45.75163399;54.90196078;0.266765581;-0.146984374;-0.146984374;71.89542484;28.75816993;0.161374701;0.373683088;-0.118719347;-0.118719347;71.89542484;28.75816993;2;31;-1.093738723;2.158700168;-2.551435523;1.946529691;3
81;10;1.189554312;2.883667133;0.22345576;0.431604312;-0.111181575;-0.357305361;11;3.965181041;54.54545455;54.54545455;0;-0.146984374;-0.146984374;0;109.0909091;0;0;-0.118719347;-0.118719347;0;109.0909091;2;21;-3.155019151;-1.756018148;-0.758523909;-0.283068776;1
82;10;6.487325951;16.29507692;0.113305173;0.387027389;-0.101612272;-0.563204545;145;263.097108;28.27586207;72.4137931;0;-0.223540586;-0.283291775;0;100.6896552;0;0;-0.195362152;-0.274133924;0;100.6896552;2;21;-1.961056649;-2.354503095;-2.162795986;0.099209037;1
83;10;1.799514406;5.432165035;0.232963398;0.4901385;-0.125114025;-0.542573232;19;9.997302253;57.89473684;47.36842105;0;-0.283291775;-0.283291775;0;105.2631579;0;0;-0.274133924;-0.274133924;0;105.2631579;2;21;-3.021005335;-2.672905358;-1.629770864;0.94920778;1
84;10;0.376603771;2.677393007;0.118460009;0.408264763;-0.013371964;-0.437544289;78;8.264360528;84.61538462;16.66666667;0;-0.283291775;-0.283291775;0;101.2820513;0;0;-0.274133924;-0.274133924;0;101.2820513;2;21;-4.06882089;-2.530726821;-2.078032355;0.457067386;1
85;10;1.904179767;4.911205594;0.242551055;0.487036713;-0.166239295;-0.476878205;14;7.934082362;50;57.14285714;0;-0.283291775;-0.283291775;0;107.1428571;0;0;-0.274133924;-0.274133924;0;107.1428571;2;21;-2.80237204;-2.705919428;-1.604614548;1.035277407;1
86;10;21.71791264;49.24968671;0.5190657;1.012441919;-0.332879227;-1.178987374;68;416.2599922;20.58823529;80.88235294;0.00787375;-0.044991722;-0.283291775;26.47058824;75;0;0;-0.077152376;-0.274133924;0;101.4705882;2;21;0.678936652;-2.332186419;-0.209693509;0.516199915;2
87;10;14.19538929;33.56540979;0.466050732;0.888951632;-0.560341492;-1.391565074;54;216.8740031;5.555555556;96.2962963;0.000239186;-0.008703947;-0.008703947;57.40740741;44.44444444;0;0;-0.013980578;-0.019716844;0;101.8518519;2;21;0.842053522;-1.431784901;1.013002866;-0.17267053;1
88;10;1.108015971;11.89048112;0.578152843;1.033050311;-0.061856494;-0.881502331;61;19.08249728;86.8852459;14.75409836;0.000239186;0;0;101.6393443;0;0;0;-0.009539598;-0.009539598;0;101.6393443;2;21;-2.799353674;-1.186455348;0.973616742;-0.788732409;1
89;10;9.102263944;34.7806993;0.829376041;1.899544872;-0.321598474;-1.352648213;49;126.4203326;48.97959184;53.06122449;0.000239186;-0.08389117;-0.08389117;12.24489796;89.79591837;0;0;-0.014300321;-0.015490502;0;102.0408163;2;21;0.190435701;-1.530064356;2.036106581;0.096010864;1
90;10;17.55171173;52.77127552;0.356079251;1.106831002;-0.23537866;-0.810125486;145;711.8194204;18.62068966;82.06896552;0;-0.061361141;-0.08993753;0;100.6896552;0;0;-0.062880991;-0.099110636;0;100.6896552;2;21;0.317076527;-1.694513313;-0.379121649;-0.685560994;1
91;10;20.33266345;45.87422937;0.689240001;1.330548174;-0.52246373;-1.246098096;43;248.510331;25.58139535;76.74418605;0.012324497;-0.053459506;-0.08993753;41.86046512;60.46511628;0.006439803;0.006439803;-0.052798795;-0.099110636;48.8372093;53.48837209;2;21;1.178245477;-0.642161764;1.119529627;0.801202614;2
92;10;18.43832533;44.18125594;0.510315502;1.627528943;-0.361306836;-1.32275;163;839.9681538;12.88343558;87.73006135;0.103889592;-0.153201852;-0.175210414;57.66871166;42.94478528;0.054606194;0.097874051;-0.023063468;-0.028099146;63.80368098;36.80981595;2;21;1.60432413;0.686497199;0.069557499;0.365864355;3
93;10;7.904390585;23.83753007;0.364375167;0.794448718;-0.16056307;-1.007635198;81;180.0444522;49.38271605;51.85185185;0.162317486;-0.175210414;-0.175210414;82.71604938;18.51851852;0.038420214;0.059059975;0;0;101.2345679;0;2;21;-1.273925377;1.762223054;-0.044980305;-0.063767521;3
